,part_number,description,quantity,price,inventory_category,annual_days_supply
1429,7121887,ps broozer xxl gloss blk,1,299.95,nearing_obsolete,360.0
1430,7121899,ps broozer mt bk xxl,1,299.95,non-essential,360.0
1431,7129902610,inner hex bolt,6,4.99,nearing_obsolete,540.0
1432,7129903784,mounting screw,1,4.99,nearing_obsolete,180.0
1433,7129904002,self-locking hex nut,14,1.99,nearing_obsolete,5040.0
1434,7129904073,isa screw,9,4.99,nearing_obsolete,810.0
1435,7129904329,torx bolt,6,3.99,non-essential,540.0
1436,7129904381,hex nut with plate,16,1.99,nearing_obsolete,2880.0
1437,7129904632,isa screw,4,9.99,nearing_obsolete,360.0
1438,7129904819,torx-bolt with washer,8,2.99,nearing_obsolete,1440.0
1439,7129905217,isa screw,2,9.99,nearing_obsolete,720.0
1440,7129905261,isa screw,9,4.99,nearing_obsolete,1620.0
1441,7129905270,isa screw,5,8.99,non-essential,900.0
1442,7129905373,hex nut,24,3.99,non-essential,8640.0
1443,7129905536,isa screw,15,1.99,non-essential,1350.0
1444,7129905542,hex nut with plate,51,1.99,non-essential,1530.0
1445,7129905658,isa screw,14,19.99,nearing_obsolete,630.0
1446,7129905867,isa screw,6,1.99,non-essential,1080.0
1447,7129906088,isa screw,9,10.99,nearing_obsolete,1080.0
1448,7129906213,isa screw,2,12.99,non-essential,144.0
1449,7129907073,isa screw,4,7.99,non-essential,1440.0
1450,7129907075,fillister-head screw,2,25.99,non-essential,240.0
1451,7129907195,isa screw,1,4.99,nearing_obsolete,180.0
1452,7129907373,isa screw,4,4.99,nearing_obsolete,360.0
1453,7129907380,isa screw,9,8.99,nearing_obsolete,3240.0
1454,7129907381,fillister-head screw,38,5.99,non-essential,13680.0
1455,7129907382,fillister-head screw,24,3.99,nearing_obsolete,1440.0
1456,7129907398,fillister-head screw,2,5.99,nearing_obsolete,360.0
1457,7129907401,isa screw,9,4.99,nearing_obsolete,3240.0
1458,7129907402,fillister-head screw,3,3.99,non-essential,270.0
1459,7129907413,torx screw,8,3.99,nearing_obsolete,2880.0
1460,7129907428,fillister-head screw,3,17.99,non-essential,1080.0
1461,7129907433,torx bolt,20,4.99,nearing_obsolete,1440.0
1462,7129907435,isa screw,5,14.99,nearing_obsolete,600.0
1463,7129907937,fillister-head screw,6,8.99,non-essential,270.0
1464,7129908076,fillister-head screw,10,6.99,nearing_obsolete,720.0
1465,7129908415,fillister-head screw,11,10.99,nearing_obsolete,1980.0
1466,7129908416,fillister-head screw,11,12.99,nearing_obsolete,990.0
1467,7129908466,fillister-head screw,2,8.99,nearing_obsolete,180.0
1468,7129908467,fillister-head screw,16,5.99,essential,72.0
1469,7129908487,fillister-head screw,11,6.99,non-essential,248.0
1470,7129908527,fillister-head screw,5,16.99,nearing_obsolete,360.0
1471,7129908560,screw,8,5.99,nearing_obsolete,360.0
1472,7129908598,fillister-head screw,4,7.99,nearing_obsolete,360.0
1473,7129908654,fillister-head screw,11,9.99,non-essential,990.0
1474,7129909676,fillister-head screw,6,16.99,nearing_obsolete,1080.0
1475,7129909733,securing clip,6,4.99,non-essential,540.0
1476,7129952104,hose clamp,11,3.99,nearing_obsolete,3960.0
1477,7129964672,self-locking hex nut,7,2.99,non-essential,315.0
1478,7131b281aa,spacer,6,3.99,non-essential,1080.0
1479,71320031a,anti-rotation insert,1,6.99,nearing_obsolete,180.0
1480,71320043a,anti-rotation insert,3,6.99,nearing_obsolete,540.0
1481,7136698,"mx-9,adv,mips,mrdr,m/g,blkout,xl",1,339.99,non-essential,360.0
1482,7136710,"mx-9,adv,dlx,mips,matte/b,lg",1,459.99,nearing_obsolete,360.0
1483,71390,"magnetic,dial,gauge",4,12.99,nearing_obsolete,1440.0
1484,7146892696,securing clip,33,3.99,non-essential,699.0
1485,7147105813,sprocket nut,15,7.99,non-essential,540.0
1486,7147136172,expanding rivet,7,1.99,non-essential,840.0
1487,7147137416,fillister head self-tapping,9,1.99,nearing_obsolete,1080.0
1488,7147575163,self-locking hex nut,8,1.99,nearing_obsolete,2880.0
1489,7147693887,c-clip nut,4,4.99,nearing_obsolete,1440.0
1490,7149467628,rubber grommet,12,4.99,nearing_obsolete,1080.0
1491,71607688877,set backrest cushion top cas,7,137.99,nearing_obsolete,2520.0
1492,71607692134,locking pin,2,22.99,non-essential,360.0
1493,71607695073,check strap,3,19.99,non-essential,1080.0
1494,71607701460,"retrofit kit, power socket,",1,121.99,nearing_obsolete,360.0
1495,71607711241,"retaining tab, rear",1,26.99,nearing_obsolete,180.0
1496,71608526643,mounting parts set,3,34.99,nearing_obsolete,1080.0
1497,71610212a,spacer,10,3.99,nearing_obsolete,1200.0
1498,71610441a,spacer,6,9.99,nearing_obsolete,2160.0
1499,71611461ab,spacer,1,4.99,non-essential,360.0
1500,71614071a,spacer 5.2x8.4x2,3,7.99,nearing_obsolete,1080.0
1501,71614291aa,spacer,4,2.99,nearing_obsolete,1440.0
1502,7180903,"red reflector, oval",2,19.99,nearing_obsolete,360.0
1503,72010513c,screw,35,2.99,nearing_obsolete,504.0
1504,72601470290,cable,14,24.99,nearing_obsolete,2520.0
1505,735033449,circlip,6,0.99,nearing_obsolete,1080.0
1506,735033804,circlip,16,0.99,nearing_obsolete,5760.0
1507,73710051a,cam belts,2,73.99,nearing_obsolete,180.0
1508,73710081a,timing drive toothed belt,4,117.99,non-essential,720.0
1509,73710091b,cinghia z=95 - gd161 conf.,2,165.99,nearing_obsolete,180.0
1510,73710211a,belt,1,38.99,nearing_obsolete,360.0
1511,73740211a,timing drive toothed belt,4,165.99,non-essential,180.0
1512,73740241b,timing drive toothed belt,6,117.99,non-essential,135.0
1513,73740251b,timing belt,12,139.99,essential,196.0
1514,73740321b,z93 timing belt gd360 - 5m 77377,6,141.99,nearing_obsolete,360.0
1515,73740341a,timing drive toothed belt,8,95.99,nearing_obsolete,1440.0
1516,73740341b,timing drive toothed belt,2,117.99,nearing_obsolete,360.0
1517,74110121a,"clamp, rubber 62mm",24,2.99,nearing_obsolete,1728.0
1518,74110551a,clamp,31,1.99,nearing_obsolete,2790.0
1519,74113401a,clamp,1,46.99,nearing_obsolete,360.0
1520,74140431a,clamp,25,1.99,nearing_obsolete,1800.0
1521,74141461a,clamp 53/20 mm,2,35.99,non-essential,240.0
1522,74142381a,clamp 40/60 mm,1,4.99,nearing_obsolete,360.0
1523,742240570,pin 2.5x10 sw,7,0.99,non-essential,2520.0
1524,74810241a,nut,18,0.99,essential,216.0
1525,74810361a,nut,17,2.99,nearing_obsolete,340.0
1526,74840331a,nut m8,13,0.99,non-essential,390.0
1527,74950011b,"nut, spring",13,0.99,nearing_obsolete,2340.0
1528,75010281a,"nut, spring",8,2.99,nearing_obsolete,360.0
1529,75010481a,nut,5,5.99,nearing_obsolete,1800.0
1530,75011851aa,"nut, special",1,27.99,nearing_obsolete,180.0
1531,7516738,"screw,sochd,m8x20",4,10.99,non-essential,240.0
1532,7517406,screw,16,6.99,non-essential,823.0
1533,7518530,"bolt-m6x1.0x30,hxhd,flg,blk",3,5.99,nearing_obsolete,270.0
1534,7519075,"scr-shcs,shldr,12dx25l,m10x1.5",2,34.99,nearing_obsolete,720.0
1535,7519844,scr-sh-m10x1.5x30 8.8 zpb d204,2,6.99,non-essential,180.0
1536,7520392,scr-sh-m6x1.0x16 8.8 zpb d204,8,5.99,non-essential,2880.0
1537,7520456,scr-hxbh-m8x1.25x16 6mmdrive,3,10.99,nearing_obsolete,540.0
1538,7521022,"blt-shd,m6x1.0,7mm,9mm,blk",6,6.99,non-essential,1080.0
1539,7547039,nut,2,6.99,nearing_obsolete,720.0
1540,7547300,tnut-m6,7,6.99,nearing_obsolete,1260.0
1541,7547453,"hex flange nut, 6 mm x 1.0 mm",2,5.99,nearing_obsolete,720.0
1542,7547477,"hex nut, 20 mm x 1.5 mm",2,39.99,non-essential,720.0
1543,7547673,"nut-nylock,m8x1.25 zpc",1,5.99,non-essential,360.0
1544,7547683,"nut-hex,m24x1.5,jam",1,49.99,nearing_obsolete,360.0
1545,7547829,nut-hxfl-m5x0.8 8 zpc nyl,39,3.99,non-essential,702.0
1546,7556054,washer,6,16.99,non-essential,2160.0
1547,7556493,washer,6,6.99,nearing_obsolete,1080.0
1548,7556884,"wshr-m8x1.6x1.6 nyl,ret,blk",2,3.99,nearing_obsolete,360.0
1549,7556959,"washer, 18.35 x 25 x 1.575",4,3.99,nearing_obsolete,1440.0
1550,7557175,seal-tensioner,8,12.99,nearing_obsolete,480.0
1551,7559062476,paste mp 3,5,60.99,non-essential,1800.0
1552,75811421a,hose guide,3,2.99,non-essential,540.0
1553,75840621a,rubber pad,3,3.99,non-essential,270.0
1554,76211541347,"gloves, two in one tech",2,288.99,nearing_obsolete,360.0
1555,76211541349,"gloves, two in one tech",1,288.99,nearing_obsolete,180.0
1556,76218536376,gloves furka gtx anthracite,1,249.99,nearing_obsolete,360.0
1557,76218536377,gloves furka gtx anthracite,3,249.99,non-essential,1080.0
1558,76218536378,gloves furka gtx anthracite,1,249.99,non-essential,360.0
1559,76218536379,gloves furka gtx anthracite,1,249.99,nearing_obsolete,360.0
1560,76218536385,gloves silvretta gtx black,1,239.99,nearing_obsolete,360.0
1561,76218536399,gloves gs rallye black,1,139.99,nearing_obsolete,360.0
1562,76218536413,gloves atlanta gtx black,1,153.99,nearing_obsolete,180.0
1563,76218567536,glove 2in1 enduroguard,1,291.99,non-essential,360.0
1564,76221541338,boot cruisecomfort gtx,5,289.99,nearing_obsolete,1800.0
1565,76221541374,stiefel gravel evo,2,544.99,nearing_obsolete,720.0
1566,76228523098,boots sonora gtx black,1,359.99,nearing_obsolete,360.0
1567,76228541050,boots allround black,1,325.99,nearing_obsolete,360.0
1568,76228561467,sneaker dry unisex,1,210.99,non-essential,360.0
1569,76228829078,"sneakers knit race black, un",1,299.99,nearing_obsolete,360.0
1570,76269899315,kidney belt pro,1,74.99,non-essential,360.0
1571,76315a75189,helmet system 7 carbon evo,1,739.0,essential,360.0
1572,76319899547,"set, sun visor mechanism",1,84.99,nearing_obsolete,360.0
1573,76410011a,damper,1,3.99,nearing_obsolete,360.0
1574,76410112a,cover pedal,2,11.99,non-essential,360.0
1575,76410241a,vibration damper pad,1,3.99,nearing_obsolete,90.0
1576,76410291a,rubber pad,2,3.99,nearing_obsolete,720.0
1577,76411671a,rubber pad,3,1.99,nearing_obsolete,540.0
1578,76428504313,vest cool down,1,169.99,nearing_obsolete,360.0
1579,76428547256,heated vest 'heatup',1,391.99,essential,180.0
1580,76428547257,heated vest 'heatup',1,391.99,nearing_obsolete,360.0
1581,76617109794,"cap bmw motorrad kids, black",3,44.99,nearing_obsolete,1080.0
1582,76617109935,cap rr white,4,60.99,nearing_obsolete,1440.0
1583,76618392157,key chain r 1200 gs,4,1.99,nearing_obsolete,720.0
1584,76618546722,enamel cup twin stripes blac,11,38.99,nearing_obsolete,3960.0
1585,76618546739,lanyard gs rope green,4,30.99,nearing_obsolete,1440.0
1586,76640172a,stud bolt m8x30,8,2.99,nearing_obsolete,720.0
1587,76640181a,stud bolt m8x16,9,13.99,nearing_obsolete,3240.0
1588,76640191a,stud bolt m6x16,11,0.99,non-essential,1980.0
1589,7670090,"dart clip, plastic",26,5.99,nearing_obsolete,9360.0
1590,76817921665,pants rainlock unisex,1,109.99,nearing_obsolete,360.0
1591,77022470951,"bmw,motorad,batt,chrgr",6,264.49,nearing_obsolete,1080.0
1592,7710628,"ring,snap",11,6.99,nearing_obsolete,990.0
1593,77110481a,screw tcei m10x25,4,1.99,nearing_obsolete,1440.0
1594,77113691a,screw tceif m6x12,1,2.99,nearing_obsolete,120.0
1595,77142466583,"engine guard, aluminum",1,275.99,nearing_obsolete,360.0
1596,77148405391,"set, engine guard, aluminum",2,458.99,essential,720.0
1597,77148406187,"set, valve cover guards, sta",2,360.99,nearing_obsolete,720.0
1598,77148548683,bush,37,10.99,non-essential,6660.0
1599,77149443941,engine guard set aluminum,2,366.99,nearing_obsolete,720.0
1600,77150408b,screw tcei m5x14,7,0.99,nearing_obsolete,2520.0
1601,77150438b,screw tcei m5x20,13,0.99,nearing_obsolete,780.0
1602,77151278b,screw tcei m8x30,3,1.99,nearing_obsolete,1080.0
1603,77156378b,screw tceif m5x8,3,2.99,nearing_obsolete,540.0
1604,77156389e,screw,2,2.99,nearing_obsolete,240.0
1605,77156398b,screw tceif m5x12,4,2.99,nearing_obsolete,360.0
1606,77156628b,screw tceif m6x10,1,2.99,nearing_obsolete,90.0
1607,77157238b,screw tceif m8x20,2,2.99,nearing_obsolete,360.0
1608,77210551a,screw tef m5x16,17,0.99,nearing_obsolete,1020.0
1609,77210841c,screw,13,4.99,nearing_obsolete,2340.0
1610,77210861b,screw tbei m5x18,34,3.99,nearing_obsolete,6120.0
1611,77210893b,screw,13,6.99,nearing_obsolete,669.0
1612,77211031a,screw tbeif m6x18,4,1.99,nearing_obsolete,1440.0
1613,77211091c,screw,10,8.99,non-essential,3600.0
1614,77214411aa,screw,3,4.99,non-essential,154.0
1615,77214411ab,screw,25,4.99,nearing_obsolete,750.0
1616,77240263c,screw,9,0.99,nearing_obsolete,3240.0
1617,77240273c,screw,15,0.99,nearing_obsolete,1350.0
1618,77240393c,screw tbeif m6x10 10.9,10,0.99,nearing_obsolete,1200.0
1619,77244173b,screw,5,1.99,non-essential,300.0
1620,77244183b,screw,16,9.99,nearing_obsolete,5760.0
1621,77250231a,screw m6x20,5,1.99,non-essential,1800.0
1622,77250331a,screw tef m6x25,7,0.99,nearing_obsolete,2520.0
1623,77310071a,screw,17,1.99,non-essential,510.0
1624,77322465274,set of hand protectors,2,227.99,non-essential,360.0
1625,77355213c,screw tceir m10x40 din6912 10.9,1,3.99,nearing_obsolete,360.0
1626,77407721037,variotop case silver,2,897.99,nearing_obsolete,240.0
1627,77409899411,"vario case, left silver",1,771.99,essential,90.0
1628,77409899412,"vario case, right silver",1,771.99,essential,90.0
1629,77411539693,"aluminum case, left silver",5,870.99,essential,600.0
1630,77411539694,"aluminum case, right silver",5,870.99,essential,600.0
1631,77412472175,aluminum case black left,5,993.99,nearing_obsolete,600.0
1632,77412472176,aluminum case black right,4,993.99,nearing_obsolete,360.0
1633,77417921897,left engine bar,1,318.59,nearing_obsolete,180.0
1634,77417921898,right engine protection bar,1,324.99,nearing_obsolete,180.0
1635,77418566448,aluminum case right,1,698.99,nearing_obsolete,360.0
1636,77419899409,"vario case, left black",2,771.99,nearing_obsolete,720.0
1637,77419899410,"vario case, right black",3,771.99,nearing_obsolete,1080.0
1638,77431539595,aluminum topcase silver,3,920.99,essential,360.0
1639,77439829378,top case 49l,1,697.99,nearing_obsolete,360.0
1640,77440041a,"screw, tapping m5x16",8,0.99,nearing_obsolete,1440.0
1641,77440251a,screw,9,0.99,nearing_obsolete,3240.0
1642,77448523743,kit for topcase mount,1,203.99,nearing_obsolete,180.0
1643,77448546808,set backrest cushion top cas,7,137.99,non-essential,420.0
1644,77450081a,screw,17,0.99,nearing_obsolete,3060.0
1645,77455a0e751,tank bag black collection la,2,303.99,nearing_obsolete,720.0
1646,77455a31316,tankbag connection,2,52.28,nearing_obsolete,240.0
1647,77457726998,"tank bag, waterproof",1,56.99,nearing_obsolete,90.0
1648,77492464354,"backpack, foldable",2,23.99,nearing_obsolete,180.0
1649,77495a0e757,rear bag black collection la,1,426.99,nearing_obsolete,360.0
1650,77498544517,rep.kit f lock cylinder,28,37.99,essential,180.0
1651,77510071ab,"screw, special",11,5.99,nearing_obsolete,495.0
1652,77510111b,screw tbei m5x20,17,0.99,nearing_obsolete,1020.0
1653,77510171c,screw tbei m5x16,2,0.99,nearing_obsolete,90.0
1654,77518530685,set of headlight guards,4,202.99,non-essential,720.0
1655,77521542248,set connected ride cradle,6,471.99,essential,432.0
1656,77522414855,dual usb charger with cable,2,96.99,nearing_obsolete,720.0
1657,77525a29255,"protective glass, tft displa",3,89.99,nearing_obsolete,1080.0
1658,77538568742,set heated grips,2,549.99,nearing_obsolete,720.0
1659,77550271a,screw,5,0.99,nearing_obsolete,450.0
1660,77550319e,screw,7,0.99,nearing_obsolete,1260.0
1661,77750493c,screw,18,0.99,nearing_obsolete,1620.0
1662,77750498c,screw tspei m6x14,8,0.99,nearing_obsolete,1440.0
1663,77911041b,"screw, special",1,4.99,nearing_obsolete,360.0
1664,77913991a,screw m8x20,10,2.99,nearing_obsolete,360.0
1665,77915111b,screw,1,9.99,nearing_obsolete,180.0
1666,77915661b,"screw, special",1,24.99,non-essential,360.0
1667,7791a011aa,"screw, special",1,14.99,nearing_obsolete,360.0
1668,77941992a,screw,5,1.99,nearing_obsolete,180.0
1669,77942002a,screw,5,2.99,nearing_obsolete,900.0
1670,77950071a,screw m4x8,8,0.99,non-essential,2880.0
1671,78020471a,"oil plug, magnetic",1,11.99,non-essential,360.0
1672,78710051a,copper gasket,35,0.99,nearing_obsolete,6300.0
1673,78710091a,gasket,35,0.99,non-essential,12600.0
1674,78810322a,gasket cylinder head cover,4,5.99,non-essential,360.0
1675,78810811b,gasket,8,6.99,nearing_obsolete,1440.0
1676,78810931a,gasket cylinder head cover,8,17.99,non-essential,169.0
1677,78810941a,"seal, spark plug hole",20,5.99,non-essential,900.0
1678,78810951a,gasket cylinder head cover,4,34.99,nearing_obsolete,720.0
1679,78810981a,"seal, air duct",7,3.99,nearing_obsolete,1260.0
1680,78811102c,valve cover gasket external,6,25.99,non-essential,360.0
1681,78811131a,valve cover gasket internal,8,2.99,non-essential,411.0
1682,78811191b,gasket,2,5.99,nearing_obsolete,360.0
1683,78811211a,gasket,8,5.99,non-essential,360.0
1684,78811331b,valve cover gasket external,9,14.99,non-essential,295.0
1685,78811341b,gasket,12,3.99,non-essential,393.0
1686,78811602b,gasket,2,19.99,nearing_obsolete,720.0
1687,78811641c,gasket,1,3.99,non-essential,180.0
1688,79010151a,"gasket, exhaust pipe",9,2.99,non-essential,1620.0
1689,79010211a,"gasket, exhaust pipe",8,4.99,non-essential,480.0
1690,79010231b,"gasket, exhaust pipe",5,17.99,nearing_obsolete,900.0
1691,79010261a,"gasket, exhaust pipe",9,4.99,non-essential,648.0
1692,79010321b,"gasket, exhaust pipe",2,7.99,nearing_obsolete,360.0
1693,79456,tank pad resined carbon lg,8,29.99,non-essential,1440.0
1694,79914991a,spring. footrest,8,2.99,nearing_obsolete,1440.0
1695,800036230,wedge base bulb 12v5w,4,4.99,nearing_obsolete,720.0
1696,800036726,bulb 12v 10w ba15s,4,7.99,nearing_obsolete,720.0
1697,80010071a,"hose, water inlet vertical",1,22.99,nearing_obsolete,360.0
1698,80272461059,bmw yachtsport key ring,1,33.99,nearing_obsolete,360.0
1699,8031105,"mx-9,adventure,shld,d/smoke",4,69.99,nearing_obsolete,1440.0
1700,8031124,"pit,boss,innr,shld,irid,sil",2,16.99,nearing_obsolete,720.0
1701,81220433046,tire fitting paste,3,39.99,nearing_obsolete,1080.0
1702,81229407711,universal lubricating spray,8,18.99,non-essential,288.0
1703,81440101a,"union, quick-coupling",5,23.99,nearing_obsolete,1800.0
1704,81820091a,push rod,1,24.99,non-essential,360.0
1705,82110511ab,footrest pin,1,14.99,nearing_obsolete,360.0
1706,82610111a,"plate, drive sprocket fixing",6,11.99,non-essential,540.0
1707,82718981aa,plate,3,4.99,non-essential,540.0
1708,830913,arai dark smoke shield x series,2,77.99,nearing_obsolete,720.0
1709,83120422246,scottoil standard,7,17.99,nearing_obsolete,840.0
1710,83192208609,silicone spray,10,15.99,nearing_obsolete,3600.0
1711,83192460735,telescopic forks oil type 2,16,26.99,non-essential,524.0
1712,83192470714,telescopic fork oil type 4,12,45.99,nearing_obsolete,1440.0
1713,83212365958,"advantec,5w40",368,20.99,essential,536.0
1714,83212365963,motor oil advantec 15w-50,294,19.99,essential,519.0
1715,83222365987,bmw synthetic osp,1,50.99,nearing_obsolete,120.0
1716,83222413512,hypoid axle oil g3,20,68.99,essential,232.0
1717,83229407768,bmw synthetic osp,90,37.5,non-essential,2025.0
1718,83232152082,grease mi-setral-43 n,3,48.99,nearing_obsolete,540.0
1719,83292458654,bmw oil pocket for 1l bmw mo,15,8.99,non-essential,771.0
1720,83300401554,oil filter wrench,1,83.99,nearing_obsolete,90.0
1721,83300402345,fabric-tape,3,17.99,non-essential,1080.0
1722,83300413585,"repair plug, 3-pin",2,20.99,non-essential,360.0
1723,83300413586,"repair plug, 3-pin",10,12.99,nearing_obsolete,3600.0
1724,83300444440,"repair plug, 2-pin",3,50.99,non-essential,1080.0
1725,83300495448,oil filter wrench,6,25.99,nearing_obsolete,1080.0
1726,83512445463,radiator/antifreeze/anti-cor,18,21.99,non-essential,202.0
1727,83515a87b45,radiator antifreeze,23,26.99,non-essential,8280.0
1728,84010022a,"adjuster, opening rocker arm",10,11.99,nearing_obsolete,3600.0
1729,84010032a,"adjuster, opening rocker arm",8,11.99,non-essential,2880.0
1730,84010052a,"adjuster, opening rocker arm",8,11.99,non-essential,2880.0
1731,84010062a,"adjuster, opening rocker arm",9,11.99,non-essential,3240.0
1732,84010132a,"adjuster, opening rocker arm",6,11.99,non-essential,2160.0
1733,84010142a,"adjuster, opening rocker arm",7,11.99,non-essential,1260.0
1734,84010152a,"adjuster, opening rocker arm",4,11.99,non-essential,480.0
1735,84010162a,"adjuster, opening rocker arm",10,11.99,non-essential,900.0
1736,84010172a,"adjuster, opening rocker arm",11,11.99,non-essential,990.0
1737,84010182a,"adjuster, opening rocker arm",24,11.99,non-essential,2160.0
1738,84010192a,"adjuster, opening rocker arm",22,11.99,non-essential,2640.0
1739,84010202a,"adjuster, opening rocker arm",29,11.99,non-essential,5220.0
1740,84010212a,"adjuster, opening rocker arm",20,11.99,nearing_obsolete,3600.0
1741,84010222a,"adjuster, opening rocker arm",11,11.99,nearing_obsolete,792.0
1742,84010242a,opening shim 3.15,10,11.99,nearing_obsolete,3600.0
1743,84010282a,"adjuster, opening rocker arm",4,11.99,nearing_obsolete,1440.0
1744,84010522b,"adjuster, closing rocker arm",9,24.99,nearing_obsolete,3240.0
1745,84010542b,close rocker arm adjustment,14,24.99,nearing_obsolete,5040.0
1746,84010552b,"adjuster, closing rocker arm",21,24.99,non-essential,7560.0
1747,84010562b,"adjuster, closing rocker arm",23,24.99,nearing_obsolete,8280.0
1748,84010582b,"adjuster, closing rocker arm",9,24.99,nearing_obsolete,1620.0
1749,84010602b,"adjuster, closing rocker arm",29,24.99,non-essential,5220.0
1750,84010612b,"adjuster, closing rocker arm",17,24.99,non-essential,2040.0
1751,84010622b,"adjuster, closing rocker arm",7,24.99,non-essential,630.0
1752,84010632b,"adjuster, closing rocker arm",5,24.99,non-essential,138.0
1753,84010642b,"adjuster, closing rocker arm",2,24.99,non-essential,80.0
1754,84010652b,"adjuster, closing rocker arm",3,24.99,non-essential,540.0
1755,84010672b,"adjuster, closing rocker arm",15,24.99,nearing_obsolete,5400.0
1756,85040311a,"ring, benzing 4mm din 6799",5,0.99,nearing_obsolete,900.0
1757,85040381a,quick fastening,1,4.99,nearing_obsolete,360.0
1758,85040471a,quick fastening m5,14,1.99,nearing_obsolete,1680.0
1759,85040671a,clamp tucker,4,1.99,nearing_obsolete,720.0
1760,85040821a,threaded insert,44,2.99,nearing_obsolete,311.0
1761,85041031a,"nut, spring m5",1,3.99,nearing_obsolete,120.0
1762,85041121a,bush,4,4.99,non-essential,240.0
1763,85110041a,"washer, lock",8,2.99,non-essential,720.0
1764,85110201a,lock washer,8,2.99,non-essential,2880.0
1765,85210241a,"washer, nylon 4x8x0.5",24,0.99,nearing_obsolete,540.0
1766,85210532a,washer 8.2x20x1,10,1.99,nearing_obsolete,1800.0
1767,85210721a,washer,23,1.99,nearing_obsolete,828.0
1768,85210721b,washer,17,0.99,nearing_obsolete,1020.0
1769,85211601b,washer 6.4x14x1.2,6,0.99,nearing_obsolete,540.0
1770,85211951a,gasket 10.5x17x2,10,0.99,non-essential,1800.0
1771,85212181a,"washer, nylon 9x14x1",14,0.99,nearing_obsolete,360.0
1772,85212221a,washer 30x40x1,5,1.99,nearing_obsolete,1800.0
1773,85212461a,"washer, brass 6x13x2 mm",18,0.99,nearing_obsolete,1620.0
1774,85212751a,spacer,4,1.99,nearing_obsolete,1440.0
1775,85212781b,washer,30,0.99,non-essential,360.0
1776,85212971a,copper gasket,10,0.99,non-essential,200.0
1777,85250011c,washer 4.3x9x0.8,2,0.99,nearing_obsolete,360.0
1778,85250051a,gasket 32x38x1.5,12,0.99,non-essential,540.0
1779,85250231a,gasket,51,0.99,nearing_obsolete,18360.0
1780,85250241a,washer 10x14x1,69,0.99,essential,671.0
1781,85250261a,"gasket, aluminium 12x16x1.5",16,0.99,nearing_obsolete,5760.0
1782,85250421a,copper gasket 12.2x18x1.5 mm,151,1.99,essential,578.0
1783,85250541a,washer,32,1.99,non-essential,576.0
1784,85350101a,"washer, spring",6,3.99,nearing_obsolete,540.0
1785,85610231a,washer,1,2.99,nearing_obsolete,72.0
1786,85610612a,washer,16,10.99,nearing_obsolete,720.0
1787,85610642a,"washer, special 10.5x21x2",12,0.99,non-essential,1080.0
1788,85611271a,washer,6,0.99,nearing_obsolete,540.0
1789,85611361a,washer,18,0.99,nearing_obsolete,249.0
1790,85611551a,washer,21,2.99,nearing_obsolete,1890.0
1791,86010201a,parallel pin key hf,15,1.99,nearing_obsolete,5400.0
1792,87210591a,"balancer set, handle bar",3,8.99,non-essential,540.0
1793,87211032a,plug,1,3.99,nearing_obsolete,360.0
1794,87710491a,pipe,5,1.99,nearing_obsolete,1800.0
1795,88450031a,circlip e-type,21,0.99,nearing_obsolete,1512.0
1796,88450341b,spring ring,14,0.99,non-essential,2520.0
1797,88450371a,snap ring,7,0.99,nearing_obsolete,1260.0
1798,88450661a,snap ring,8,0.99,non-essential,1440.0
1799,88610951a,o-ring 32.99x2.62,13,4.99,non-essential,151.0
1800,88640111a,o-ring,1,14.99,non-essential,360.0
1801,88640341a,o-ring 37.77x2.62,6,5.99,non-essential,2160.0
1802,88640351a,o-ring,10,5.99,non-essential,514.0
1803,88640431a,o-ring,17,0.99,non-essential,6120.0
1804,88640602a,o-ring 44.12x2.62,18,5.99,non-essential,3240.0
1805,88640741a,o-ring,8,2.99,nearing_obsolete,2880.0
1806,88641161a,o-ring,15,0.99,nearing_obsolete,300.0
1807,88641181a,o-ring,15,1.99,non-essential,1350.0
1808,88641321a,o-ring 11.11x1.78,15,0.99,non-essential,1080.0
1809,88641381a,o-ring 63.13x2.62,12,7.99,essential,108.0
1810,88641731a,o-ring 1.78x4.76,51,1.99,non-essential,1836.0
1811,88641761a,o-ring,3,1.99,nearing_obsolete,540.0
1812,88642431a,o-ring,13,0.99,nearing_obsolete,2340.0
1813,88642621a,o-ring,31,1.99,non-essential,266.0
1814,88642891a,o-ring,4,0.99,nearing_obsolete,240.0
1815,88643121a,o-ring,20,2.99,nearing_obsolete,3600.0
1816,88643141a,o-ring,31,2.99,non-essential,1860.0
1817,88650511a,o-ring 12.39x3.53,97,4.99,essential,436.0
1818,88650541b,o-ring,5,4.99,nearing_obsolete,600.0
1819,88650561a,o-ring,14,4.99,non-essential,420.0
1820,88650741a,o-ring,21,2.99,nearing_obsolete,1890.0
1821,88650761a,o-ring,12,2.99,non-essential,360.0
1822,887134302,attrezzo serraggio stelo,1,129.99,nearing_obsolete,360.0
1823,888-501-0599,double take mirrors,2,165.0,nearing_obsolete,360.0
1824,888464,oil filter kit d1,43,19.99,non-essential,1032.0
1825,888529,engine guard assy kit,3,167.99,non-essential,1080.0
1826,890.2221,dashboard cleaner,18,29.99,non-essential,3240.0
1827,89320062a,"plug, oil drain",1,20.99,non-essential,72.0
1828,90130013b,liquido eni antifreeze bike s 1,32,30.99,essential,235.0
1829,9049100332,sc1a,1,399.95,nearing_obsolete,360.0
