,part_number,description,quantity,price,inventory_category,annual_days_supply
2213,t2020537,"pad set,z90 sintered metal",4,58.99,nearing_obsolete,1440.0
2214,t2020543,"pad set, ms46, fa196",3,66.99,non-essential,216.0
2215,t2020553,pad set,11,116.99,nearing_obsolete,1980.0
2216,t2020555,"pads,rear,(fa214/2),scr/bonne",5,53.99,non-essential,138.0
2217,t2020608,"bolt, disc",6,11.99,non-essential,127.0
2218,t2020609,"bolt, disc, m8x1.25x30, slv",27,11.99,essential,221.0
2219,t2020966,pad pin set (2 pins),1,18.99,non-essential,72.0
2220,t2021051,"disc,rear, dia 255",3,370.99,nearing_obsolete,1080.0
2221,t2021217,"switch set, fr brake",2,25.99,non-essential,720.0
2222,t2021221,"pad set, (fa491hh)",4,56.99,nearing_obsolete,720.0
2223,t2021428,"lever, front brake",2,65.99,nearing_obsolete,720.0
2224,t2021451,"pad set, calilper (447hh)",5,72.99,nearing_obsolete,360.0
2225,t2021517,"lever assy,mcs,short,blk",2,84.99,non-essential,720.0
2226,t2021859,"lever,frontbr",1,79.99,non-essential,180.0
2227,t2021995,"pad set, (fa209/2v) rocket iii",2,58.99,non-essential,360.0
2228,t2021998,"switch, pressur",2,40.99,nearing_obsolete,720.0
2229,t2022058,"disc assy,front",4,305.99,non-essential,720.0
2230,t2022314,brake pad set,8,67.99,non-essential,1440.0
2231,t2022340,"reardisc,255m",4,204.99,nearing_obsolete,1440.0
2232,t2022522,"lever assy,mcs,",2,76.99,nearing_obsolete,720.0
2233,t2022955,"pad set, tt2450gg",4,53.99,nearing_obsolete,480.0
2234,t2023120,rear brake switch,1,49.99,nearing_obsolete,360.0
2235,t2023344,"disc, front, lhs dia 310",3,301.99,nearing_obsolete,1080.0
2236,t2024400,"disc assy,front,black,305 dia",2,364.99,essential,360.0
2237,t2024901,pad set (fa213),5,58.99,non-essential,450.0
2238,t2024956,"pad set, tt2802",7,61.99,nearing_obsolete,1260.0
2239,t2025016,"pad set, 6.3mm fa140*",7,53.99,non-essential,315.0
2240,t2025045,"pad,(fa214/2),explr/trophy",6,53.99,non-essential,432.0
2241,t2025100,"brake disc,dia 282,5mm",3,293.99,nearing_obsolete,540.0
2242,t2025247,"pad set, front (fa322/4hh)",4,83.99,nearing_obsolete,720.0
2243,t2025375,rear brake rotor 255mm,3,287.99,non-essential,360.0
2244,t2025380,rear rotor sprint st,3,296.99,nearing_obsolete,1080.0
2245,t2025441,lever assy,1,85.99,non-essential,360.0
2246,t2025702,"brake lever, fr",1,91.99,nearing_obsolete,360.0
2247,t2025801,front brake lever,1,83.99,non-essential,72.0
2248,t2025850,"lever, front brake, short span",2,111.99,nearing_obsolete,720.0
2249,t2026017,"diaphragm, reservoir",1,24.99,non-essential,360.0
2250,t2026201,triumph brake pedal assy,1,149.99,nearing_obsolete,360.0
2251,t2026565,"pad set, tt2172, p4.34",4,103.99,non-essential,720.0
2252,t2027535,"pad set, lh, toyos20cgg",1,56.99,nearing_obsolete,72.0
2253,t2027545,"pad set, rh, toyos20cgg",2,56.99,nearing_obsolete,720.0
2254,t2028671,"pad set, caliper, brm11e",12,77.99,non-essential,360.0
2255,t2029091,"pad set, caliper, brm10b, inter",10,83.99,non-essential,1800.0
2256,t2029092,"pad set, caliper, brm10b, inter",11,82.99,non-essential,660.0
2257,t2040248,snap ring,6,8.99,non-essential,540.0
2258,t2040254,grip handlebar rhs,1,19.99,nearing_obsolete,360.0
2259,t2040437,"cable, throttle, close",1,54.99,non-essential,180.0
2260,t2041524,"dust seals, pair, kit",2,37.99,non-essential,120.0
2261,t2041526,dust seal,8,21.99,nearing_obsolete,1440.0
2262,t2041528,oil seal,8,22.99,nearing_obsolete,1440.0
2263,t2041530,"bearing, outer, tube",4,13.99,non-essential,360.0
2264,t2041531,piston,4,14.99,non-essential,360.0
2265,t2041542,dust seal,10,20.99,nearing_obsolete,3600.0
2266,t2041690,oil seal stoppe,5,26.99,non-essential,257.0
2267,t2041738,seal 7 dust 43mm red hd,6,48.99,non-essential,2160.0
2268,t2041739,bushes kit,5,24.99,non-essential,1800.0
2269,t2041826,"cable, clutch",1,71.99,non-essential,360.0
2270,t2042907,sealing washer,23,4.99,non-essential,460.0
2271,t2043347,seat rubber,4,3.99,non-essential,720.0
2272,t2043354,dust seal,3,13.99,non-essential,216.0
2273,t2043717,"grip, rh",1,19.99,nearing_obsolete,360.0
2274,t2044161,fork seal,6,28.99,non-essential,540.0
2275,t2045045,sealing washer,23,1.99,nearing_obsolete,4140.0
2276,t2045094,"bush, guide, outer",8,15.99,nearing_obsolete,480.0
2277,t2045095,"bush, slide, inner",5,15.99,nearing_obsolete,300.0
2278,t2045825,"bush, master cylinder",8,13.99,nearing_obsolete,2880.0
2279,t2046041,"clutch lever, adjustable",2,83.99,nearing_obsolete,360.0
2280,t2046138,o ring,3,3.99,non-essential,216.0
2281,t2046141,slide bush,8,12.99,non-essential,720.0
2282,t2046142,dust seal,14,23.99,non-essential,2520.0
2283,t2046143,oil seal,10,23.99,non-essential,514.0
2284,t2046145,guide bush,10,13.99,non-essential,900.0
2285,t2046230,"bearing,outer tube",2,14.99,non-essential,180.0
2286,t2046232,oil seal,4,25.99,non-essential,240.0
2287,t2046235,"bearing,inner t",2,14.99,non-essential,180.0
2288,t2046248,stop ring,12,7.99,non-essential,432.0
2289,t2046524,"bolt ,pivot",1,3.99,non-essential,360.0
2290,t2046526,clutch collar,17,3.99,non-essential,680.0
2291,t2047109,dust seal,7,22.99,non-essential,840.0
2292,t2048137,o ring,2,3.99,nearing_obsolete,360.0
2293,t2048424,oil seal,9,24.99,nearing_obsolete,463.0
2294,t2048722,seal&bushing,5,115.99,nearing_obsolete,1800.0
2295,t2048746,guide bush,7,12.99,non-essential,2520.0
2296,t2048748,slide bush,7,11.99,non-essential,2520.0
2297,t2049866,dust seal,8,20.99,non-essential,1440.0
2298,t2049872,slide bush,2,15.99,non-essential,360.0
2299,t2049992,oil seal,4,20.99,non-essential,720.0
2300,t2051767,"damper, rubbing strip",5,54.99,nearing_obsolete,900.0
2301,t2051790,"rubbing strip, moulded",1,45.99,nearing_obsolete,360.0
2302,t2052083,"rubbing strip,",1,58.99,nearing_obsolete,360.0
2303,t2060499,"ring, friction, 22,2, a/r",3,32.99,nearing_obsolete,540.0
2304,t2080766,"rubber, gear lever",2,10.99,non-essential,720.0
2305,t2080819,foot rest spring,1,7.99,nearing_obsolete,360.0
2306,t2082783,"peg, bank angle",2,13.99,nearing_obsolete,720.0
2307,t2082816,"pedal, gearchan",2,41.99,nearing_obsolete,720.0
2308,t2089803,"footrest, front",1,68.99,nearing_obsolete,360.0
2309,t2100201,"seal, thermostat",2,3.99,nearing_obsolete,720.0
2310,t2107778,"spares kit, heatshield",1,98.99,nearing_obsolete,180.0
2311,t2200229,exhaust pipe sealing ring,2,17.99,nearing_obsolete,120.0
2312,t2200557,air filter,6,51.99,nearing_obsolete,2160.0
2313,t2200824,"gasket, header",15,8.99,nearing_obsolete,600.0
2314,t2200854,header gasket,6,7.99,non-essential,360.0
2315,t2200987,air filter,3,51.99,nearing_obsolete,1080.0
2316,t2201057,"filter, air",3,51.99,nearing_obsolete,270.0
2317,t2201094,"gasket, exhaust",10,16.99,nearing_obsolete,3600.0
2318,t2201246,air filter element,2,52.99,nearing_obsolete,720.0
2319,t2201429,"gasket, exhaust header",14,15.99,non-essential,560.0
2320,t2201548,"air filter, bonn",3,51.99,non-essential,216.0
2321,t2201751,air filter,1,52.99,nearing_obsolete,360.0
2322,t2201816,"air filter,scrambler,1200",3,51.99,non-essential,360.0
2323,t2202043,exhaust gasket,13,13.99,nearing_obsolete,2340.0
2324,t2202153,"gasket, exhaust, d35",2,13.99,non-essential,80.0
2325,t2202346,"gasket, exhaust",5,20.99,non-essential,180.0
2326,t2202450,"air filter element, america",5,55.99,nearing_obsolete,1800.0
2327,t2202454,"clamp,exhaust,d",1,24.99,nearing_obsolete,360.0
2328,t2204242,"air filter, ass",1,55.99,nearing_obsolete,90.0
2329,t2204745,"grommet,second",10,3.99,non-essential,720.0
2330,t2204820,"triumph 1050 air filter,",1,51.99,non-essential,180.0
2331,t2204925,air filter,1,50.99,nearing_obsolete,360.0
2332,t2205659,"filter, air",3,57.99,nearing_obsolete,1080.0
2333,t2205986,"filter, air",7,36.99,non-essential,2520.0
2334,t2206530,"air filter,lhs",5,32.99,non-essential,900.0
2335,t2206531,"air filter,rhs",6,32.99,non-essential,1080.0
2336,t2208164,air filter,3,51.99,non-essential,540.0
2337,t2209555,air filter,2,55.99,nearing_obsolete,360.0
2338,t2304370,rider seat assy,1,49.99,non-essential,360.0
2339,t2307201,"wave spring, cr",9,5.99,nearing_obsolete,3240.0
2340,t2307247,"mount, rubber, m8",7,19.99,non-essential,1260.0
2341,t2307368,"rubber foot, se",2,3.99,non-essential,360.0
2342,t2307374,washer,4,1.99,nearing_obsolete,1440.0
2343,t2309004,"tool, fork adjuster",2,15.99,non-essential,360.0
2344,t2309804,push latch,4,30.99,non-essential,1440.0
2345,t2319108,"mount boss, scr",7,30.99,nearing_obsolete,2520.0
2346,t2401154,"seal, fuel pump plate, e25",1,42.99,non-essential,360.0
2347,t2401214,"seal, fuel pump plate",4,47.99,non-essential,480.0
2348,t2401225,"seal, fuel level sender",3,12.99,nearing_obsolete,540.0
2349,t2401367,fuel pump plate seal,2,26.99,nearing_obsolete,720.0
2350,t2401887,oring,5,10.99,non-essential,900.0
2351,t2405034,seal,1,8.99,nearing_obsolete,360.0
2352,t2407046,"fuel filter, internal",5,66.99,non-essential,1800.0
2353,t2500020,ytx12-bs,10,128.99,non-essential,400.0
2354,t2500182,ytx14-bs,10,139.99,non-essential,450.0
2355,t2500183,ytx9-bs,8,118.99,non-essential,240.0
2356,t2500579,key blank,1,24.99,non-essential,360.0
2357,t2500592,ytx16-bs,4,163.99,non-essential,360.0
2358,t2500664,horn,1,42.99,nearing_obsolete,90.0
2359,t2501680,"yt7b-bs, 6.5a/h, 85cca",9,120.99,nearing_obsolete,3240.0
2360,t2501733,"ytx12-bs,battery,12v,10ah",6,102.99,non-essential,196.0
2361,t2501823,"ytz14s,12v,11.2ah,fcb",5,124.99,non-essential,120.0
2362,t2502450,ytx20l-bs,3,180.99,non-essential,360.0
2363,t2502687,"moulding, headstock tidy, kit",12,8.99,nearing_obsolete,2160.0
2364,t2504239,"fuse kit, 10a",2,49.99,non-essential,65.0
2365,t2504558,"key, blank, imm",4,72.99,nearing_obsolete,480.0
2366,t2504578,"key, blank,immob,type 1,modern",2,72.99,non-essential,180.0
2367,t2504590,"key, blank, imm",2,72.99,nearing_obsolete,720.0
2368,t2507330,"battery, lithiu",1,283.99,non-essential,360.0
2369,t2507730,"battery, lithiu",2,297.99,non-essential,720.0
2370,t2509590,"ytz10s,12v,8,6ah,fcb",6,133.99,non-essential,166.0
2371,t2700001,"bulb,h4, 60/55w",12,22.99,non-essential,1440.0
2372,t2700443,"rear fender reflector, bonne",1,7.99,nearing_obsolete,180.0
2373,t2700453,pressing,2,7.99,non-essential,360.0
2374,t2700461,"rubber, h/light bracket",4,8.99,non-essential,360.0
2375,t2700947,"bulb, headlight, h7, 55 watt",3,13.99,nearing_obsolete,360.0
2376,t2700956,"bulb, ry10w, 10w, 12v, amber",7,6.99,nearing_obsolete,1260.0
2377,t2701037,"indicator, lhf rhr",1,64.99,non-essential,120.0
2378,t2701245,"indicator, black, lhf, led",1,123.99,nearing_obsolete,360.0
2379,t2701247,"indicator, black, rhf, led",1,123.99,nearing_obsolete,360.0
2380,t2701276,"indicator, rhf, lhr",1,70.99,nearing_obsolete,180.0
2381,t2701277,"indicator, lhf, rhr",1,64.99,nearing_obsolete,180.0
2382,t2701777,"bulb, h4, 60/55w, 12v, type 2",9,18.99,non-essential,216.0
2383,t2702011,lh front turn signal assy,1,69.99,nearing_obsolete,360.0
2384,t2703439,bar end weight,1,44.99,non-essential,360.0
2385,t2704205,"indicator front, rhs",1,69.99,nearing_obsolete,360.0
2386,t2707111,reflex reflector,4,9.99,nearing_obsolete,1440.0
2387,t2709048,"lens, indicator, amber",3,14.99,nearing_obsolete,1080.0
2388,t3010051,flanged sleeve,8,6.99,non-essential,2880.0
2389,t3050159,"capscrew, skt hd, m6x1x16, ss",3,5.99,nearing_obsolete,540.0
2390,t3050321,"screw, cap/hd, m8",4,9.99,nearing_obsolete,720.0
2391,t3050324,"screw,cap/hd,m8x1.25x35,slv",2,5.99,nearing_obsolete,360.0
2392,t3050334,screw,2,1.99,nearing_obsolete,360.0
2393,t3053005,"screw,pan,m7x1x12, t40, enc",23,1.99,nearing_obsolete,4140.0
2394,t3100015,exhaust studs,18,2.99,nearing_obsolete,432.0
2395,t3200128,"bolt, m8x20",2,2.99,nearing_obsolete,360.0
2396,t3200134,"bolt,rhhf,m6x25",3,3.99,nearing_obsolete,216.0
2397,t3200190,"bolt,rhhf,m6x1.0x25,slv",2,2.99,nearing_obsolete,360.0
2398,t3202338,"bolt,rhhf,m6x1x28,slv,enc",8,2.99,non-essential,1440.0
2399,t3205064,"bolt,hhf,lghtd,m6x1.0x16,enc",6,3.99,nearing_obsolete,540.0
2400,t3205072,"bolt,hhf,lghtd,",2,1.99,nearing_obsolete,720.0
2401,t3205082,"bolt,hhf,lghtd,",2,2.99,nearing_obsolete,360.0
2402,t3330334,"screw,tx,pan/hd,m6x1.0x16,slv",2,4.99,nearing_obsolete,720.0
2403,t3330444,"bolt,but/hd,m4x0,7x16,slv",2,1.99,nearing_obsolete,360.0
2404,t3330649,"screw,pan/hd,tx,m5x0.8x12,slv",1,5.99,nearing_obsolete,180.0
2405,t3330696,"screw,but/hd,m5x0.8x16,slv",4,5.99,nearing_obsolete,480.0
2406,t3330726,screw,1,4.99,non-essential,180.0
2407,t3330727,"screw, but/hd,m6",6,4.99,non-essential,432.0
2408,t3330728,"screw, pan/hd, tx",29,1.99,non-essential,1305.0
2409,t3330858,bolt m6,6,2.99,non-essential,540.0
2410,t3330941,screw m5x16,3,8.99,non-essential,216.0
2411,t3331042,screws pan head tx,8,2.99,nearing_obsolete,480.0
2412,t3331043,"screw,pan/hd,tx,m6x1.0x12,slv",4,1.99,non-essential,1440.0
2413,t3331061,"bolt, but/hd, m5x",4,4.99,nearing_obsolete,720.0
2414,t3331065,"bolt,but/hd,m5x0.8x16,shld,blk",16,7.99,non-essential,1920.0
2415,t3331078,"bolt,but/hd,m5x0.8x14,shld,slv",1,8.99,nearing_obsolete,360.0
2416,t3331196,screw,1,4.99,non-essential,360.0
2417,t3331520,"bolt,shld,m8x1,25,slv,enc",3,20.99,nearing_obsolete,540.0
2418,t3331614,sldr bolt,1,10.99,nearing_obsolete,360.0
2419,t3350003,"locknut, m6x1.0",3,1.99,nearing_obsolete,540.0
2420,t3350004,"locknut, flanged, m8 x 1.25",6,3.99,non-essential,144.0
2421,t3350010,locknut m5,2,1.99,nearing_obsolete,240.0
2422,t3350050,wellnut m5,12,8.99,non-essential,360.0
2423,t3350123,captive nut,4,3.99,nearing_obsolete,720.0
2424,t3350134,"locknut, m10",3,2.99,nearing_obsolete,1080.0
2425,t3350234,"locknut,flgd,m12x1,25",7,5.99,nearing_obsolete,2520.0
2426,t3350301,"nut, m8x1.2",24,1.99,non-essential,455.0
2427,t3450195,"plug, m8 socket",6,0.99,non-essential,2160.0
2428,t3500044,e circlip,6,1.99,non-essential,1080.0
2429,t3500207,circlip,11,4.99,nearing_obsolete,1320.0
2430,t3500210,circlip,4,1.99,non-essential,1440.0
2431,t3550123,washer sealing,41,4.99,nearing_obsolete,14760.0
2432,t3550177,"washer, sealing, m22",8,1.99,nearing_obsolete,2880.0
2433,t3550229,washer,54,1.99,non-essential,1296.0
2434,t3550236,washer,9,3.99,non-essential,1080.0
2435,t3550250,locknut,1,1.99,nearing_obsolete,72.0
2436,t3550253,washer 5mm retaining,4,1.99,nearing_obsolete,1440.0
2437,t3550542,"washer, cu, od12.",27,1.99,non-essential,3240.0
2438,t3550546,m10 washer,23,1.99,nearing_obsolete,4140.0
2439,t3550573,"washer, banjo, m12 x 1,5",3,2.99,non-essential,540.0
2440,t3551111,"washer, copper, m6 x 12 x 1.0",30,2.99,non-essential,5400.0
2441,t3551272,washer sealing 14.5x20x1.4,47,2.99,non-essential,627.0
2442,t3558989,"washer, sealing",108,1.99,essential,147.0
2443,t3600073,"oil seal, 35x52x6",2,28.99,nearing_obsolete,360.0
2444,t3600076,o ring,5,13.99,nearing_obsolete,450.0
2445,t3600106,"o-ring, id 24 x 2.5",1,1.99,nearing_obsolete,360.0
2446,t3600109,o-ring 5.6x2.2,10,3.99,nearing_obsolete,450.0
2447,t3600117,o ring,6,8.99,nearing_obsolete,1080.0
2448,t3600124,o-ring id 21.5 x 3.0,11,3.99,non-essential,440.0
2449,t3600127,o-ring,2,4.99,nearing_obsolete,720.0
2450,t3600128,"seal, oil, stra",1,9.99,nearing_obsolete,360.0
2451,t3600132,o-ring id 20.29x2.62,4,4.99,nearing_obsolete,1440.0
2452,t3600163,"o-ring,id 19x3.0",16,2.99,non-essential,960.0
2453,t3600176,"o-ring, 6.1x1.6",8,3.99,nearing_obsolete,1440.0
2454,t3600188,o-ring,18,2.99,non-essential,2160.0
2455,t3600191,"o ring, 16 x 2.0",16,4.99,nearing_obsolete,5760.0
2456,t3600199,o ring 18.8 x,12,1.99,non-essential,2160.0
2457,t3600217,"o ring, 12.6 id",3,3.99,nearing_obsolete,1080.0
2458,t3600234,"seal, dust dia 5",2,9.99,non-essential,120.0
2459,t3600267,"o ring, 26.65idx",4,1.99,nearing_obsolete,720.0
2460,t3600290,"o-ring, 23.7 x",1,1.99,nearing_obsolete,360.0
2461,t3600331,"rubber washer,",2,1.99,nearing_obsolete,720.0
2462,t3600703,"seal, oil ,dc 30 42 6",2,12.99,nearing_obsolete,360.0
2463,t3700015,cable tie,9,1.99,non-essential,405.0
2464,t3700108,"clip, cable, 14.",9,5.99,nearing_obsolete,3240.0
2465,t3701094,"p-clip, dia4.4, plastic, black",1,3.99,nearing_obsolete,360.0
2466,t3701098,firtree clip,9,6.99,nearing_obsolete,648.0
2467,t3701170,plastic rivet,35,1.99,non-essential,1800.0
2468,t3750011,"bush,flanged,8.",5,7.99,nearing_obsolete,1800.0
2469,t3800091,bearing sac 30,2,33.99,non-essential,120.0
2470,t3800702,"bearing, ball, 20 42 12",2,39.99,nearing_obsolete,360.0
2471,t3800703,"bearing, ball, 20 47 14",6,47.99,nearing_obsolete,540.0
2472,t3951060,"badge,flat,type",1,11.99,nearing_obsolete,360.0
2473,t3990006,speed triple service kit,4,239.99,nearing_obsolete,720.0
2474,t3990013,rocket iii engine service kit,1,283.99,non-essential,360.0
2475,t3990015,engine service kit,5,279.99,non-essential,600.0
2476,t3990016,v series engine service kit,3,220.99,nearing_obsolete,1080.0
2477,t3990021,engine service kit lr/ls 675,2,207.99,nearing_obsolete,720.0
2478,t3990033,d series engine service kit 1,2,212.99,nearing_obsolete,720.0
2479,t3990037,c*2 series engine service kit,3,158.99,nearing_obsolete,360.0
2480,t3990126,d series engine service kit 3,1,215.99,non-essential,360.0
2481,t3990129,engineservice,4,246.99,non-essential,288.0
2482,t3990167,"engine service kit, hd series",3,216.99,non-essential,1080.0
2483,t3990242,"gasket kit, crank cover",1,39.99,non-essential,360.0
2484,t3990244,"gasket kit, clutch cover",1,102.99,non-essential,360.0
2485,t4007771,"coolant,oat,pre",13,14.99,essential,71.0
2486,t4007777,"coolant,oat,pre",2,162.99,nearing_obsolete,180.0
2487,yb12al-a2,yb12al-a2 yumicron 12 volt,2,134.99,nearing_obsolete,720.0
2488,yt12b-bs,yt12b-bs w/acid pack,12,179.99,essential,432.0
2489,ytx14-bs,ytx14-bs maintenance free batt,1,154.99,nearing_obsolete,360.0
