,part_number,description,quantity,price,roi
5161,515-1078,110/80b19tl 59t k60 sc m+s,2,271.99,-73.07
5162,515-1080,120/70b19tl 60s k60 sc m+s,1,286.99,-46.13
5163,515104,helm revolt decoy gy l ckx,2,129.99,-100.0
5164,515105,helm revolt decoy gy xl ckx,1,129.99,-46.15
5165,515106,helm revolt decoy gy 2xl ckx,1,129.99,-100.0
5166,51640042a,horn,1,61.99,-100.0
5167,51641-33e00,"washer,steering stem",1,5.99,-100.0
5168,51644-12c00,"seal,steering lower",1,11.99,-100.0
5169,51711916197,lock,5,2.99,-55.77
5170,51711916199,lock insert,15,2.99,-93.89
5171,51717056053,blind plug,8,1.99,-84.55
5172,51840051b,"coil antenna, immobilizer",2,106.99,-100.0
5173,51912360754,"touch-up stick set, cip blac",1,60.99,-100.0
5174,52-9001,buckle kit atv boot,1,6.99,-100.0
5175,52010271c,headlight,1,447.99,-100.0
5176,521-922,100/90-19 tl 63h 240,1,148.99,-100.0
5177,521-943,4.50-18 tt 70h super classic 270,1,184.99,-100.0
5178,52201964201,"clip, black",25,1.99,-100.0
5179,52207076848,oval-head screw with anti-ro,4,5.99,-100.0
5180,523-2540,100/90 to 130/60-17 tr6 heid tube,0,25.99,0.0
5181,523-2595,3.00 to 90/100-21 tr6 heid tube,0,27.99,0.0
5182,52310442a,rear-view mirror r.h.,1,127.99,-100.0
5183,52310452a,rear-view mirror l.h.,1,127.99,-100.0
5184,52320091ab,"mirror, right yellow",1,288.99,-100.0
5185,52320391a,rear-view mirror r.h.,2,320.99,-100.0
5186,52320391b,rear-view mirror r.h.,1,320.99,-100.0
5187,52320431d,rear-view mirror r.h.,1,150.99,-100.0
5188,52320441a,rear-view mirror l.h.,1,174.99,-100.0
5189,52340241a,right mirror,1,135.99,-100.0
5190,52340242aa,right mirror,1,136.99,-100.0
5191,52340251a,left mirror,1,135.99,-100.0
5192,52340252aa,left mirror,1,136.99,-100.0
5193,5246008,gasket-exhaust sealing,6,54.99,-100.0
5194,52489-mw3-305,"bush,rubber",1,6.99,-100.0
5195,52510413a,tail light r.h.,1,333.99,-100.0
5196,52510424a,tail light l.h.,1,340.99,-100.0
5197,52510431e,"lamp, license plate",1,62.99,-100.0
5198,52510692a,taillight,1,437.99,-57.11
5199,52512324933,plate spring,1,87.99,-100.0
5200,52512329409,bush,2,7.99,-100.0
5201,52531236128,bump stop,7,5.99,-100.0
5202,52531452296,bump stop,1,16.99,-100.0
5203,52532307579,bump stop,4,8.99,-82.43
5204,52532307850,lock collar,1,2.99,-100.0
5205,52532313448,absorber,1,7.99,-100.0
5206,52532313496,absorber,2,6.99,-100.0
5207,52532313563,circlip,4,9.99,-100.0
5208,52532313571,grommet,2,5.99,-100.0
5209,52532322011,blind plug,4,2.99,-100.0
5210,52532323001,support,1,3.99,-100.0
5211,52532347534,rubber support,2,7.99,-100.0
5212,52532347556,knurled bolt,5,4.99,-100.0
5213,52537651259,catch lower part,3,11.99,-100.0
5214,52537651289,lock pin,1,19.99,-100.0
5215,52537652853,locking kit,1,83.99,-100.0
5216,52537653537,holding strap,2,7.99,-100.0
5217,52537653614,fillister head screw,8,5.99,-100.0
5218,52537664664,bump stop,4,4.99,-83.96
5219,52537675063,plastic washer,2,4.99,-100.0
5220,52537677424,support,5,7.99,-100.0
5221,52537696770,support,1,10.99,-100.0
5222,52537703580,rubber support,2,4.99,-100.0
5223,52537715996,battery hold down,1,20.99,-100.0
5224,52537718633,rubber buffer,10,5.99,-100.0
5225,52537727087,binding head screw,2,6.99,-100.0
5226,52537921810,"seat, extra low",1,805.99,-100.0
5227,52538394291,low-profile bench seat,2,805.99,-100.0
5228,52538405364,bench seat,1,665.99,-100.0
5229,52538405366,"seat, heated",1,865.99,-100.0
5230,52538534316,driver's seat,1,745.99,-100.0
5231,52538544780,"driver's seat, black, low",1,745.99,-100.0
5232,52538564839,"bench seat, comfort",1,930.99,-100.0
5233,52538564853,seat latch,2,76.61,-100.0
5234,52539443820,"driver's seat, black, heated",0,970.99,0.0
5235,52539444676,"bracket, rider's seat",1,31.99,-100.0
5236,52539480745,low-profile bench seat,1,805.99,-100.0
5237,52539899406,decoupling element,1,6.99,-100.0
5238,5257156,gasket-exhaust,12,21.99,-66.7
5239,5258192,judger spring seat,1,49.99,-100.0
5240,5258421-922,"tip-muffler,g blk",2,84.99,-100.0
5241,5261302,120/70r15 56h tl feel free f,1,294.99,-46.15
5242,5262125,150/70-17 m/c tl (69t) m+s kar,1,468.99,-100.0
5243,5262149,150/70r18 m/c 70v m+s tl karoo,1,349.99,-2.76
5244,5262584,140/80b15 tl 67h me888r,1,255.99,-100.0
5245,5262804-01,"console-inner,pat3202m",1,141.99,-100.0
5246,5262923,120/70 zr 17 m/c (58w) tl k3 d,1,374.99,-100.0
5247,5262933,160/60 zr 17 m/c (66w) tl k3 m,1,292.99,-100.0
5248,5263906,150/70r17 69v tl tourance,1,351.99,-100.0
5249,5264425,150/70r18 mc/tl 70v tourance n,1,401.99,-100.0
5250,5264444,tourance next ii tire 150/70 17,2,421.99,-100.0
5251,5264604,100/90-19 tl 57h cruisetec fr,2,289.99,-51.38
5252,5265832-266,"support-plate,center,form,blk",12,84.99,-100.0
5253,5270564-410,"brkt-seat,pol",1,59.99,-100.0
5254,5271218,"gasket-exhaust,port",4,69.99,-100.0
5255,5273296,"gasket-exhaust,header-",8,49.99,-100.0
5256,52910081ab,"reflector, side",1,15.99,-100.0
5257,52910101a,"reflex reflector, rear",3,9.99,-100.0
5258,52910131b,"reflector, adhesive red",1,7.99,-100.0
5259,52910141b,"reflector, adhesive amber",2,9.99,-100.0
5260,52910221a,"reflector, adhesive amber",1,8.99,-100.0
5261,52910231a,"reflex reflector, rear",4,6.99,-100.0
5262,52d010107,exhaust wrap,2,84.99,-100.0
5263,53010153a,turn indicator l.h.,1,133.99,-100.0
5264,53010201b,"rear flasher light,left",1,48.99,-100.0
5265,53010211b,"rear flasher light, right",1,48.99,-100.0
5266,53010226a,flasher light front lh - rear,2,48.99,-65.71
5267,53010234a,flasher light front rh- rear l,1,48.99,-3.96
5268,53010342a,turn indicator r.h.,1,140.99,-100.0
5269,53010463b,turn indicator,1,179.99,-100.0
5270,53010491a,turn indicator,1,113.99,-100.0
5271,53030,53030 bmw battery,2,179.99,-100.0
5272,53040072a,"front flasher light, right",1,44.99,-100.0
5273,53040082a,"front flasher light, left",2,20.99,-100.0
5274,53040083a,"front flasher light, left",1,48.99,-100.0
5275,53040091a,"rear flasher light, right",1,44.99,-100.0
5276,53040164b,flasher light front lh - rear,1,47.99,-100.0
5277,53170-mje-305,lever assy r hndl,1,90.93,-100.0
5278,5334457,"pin-indicator,shift drum",8,34.99,-100.0
5279,538121,ytx14h-bs (yb14-a2yb14-b2)yuasa,1,164.99,-100.0
5280,53840051a,flasher relay,1,49.99,-100.0
5281,53910211b,neutral switch assy,1,25.99,-100.0
5282,53910223a,"switch assy, side stand",1,93.99,-100.0
5283,53910236b,"switch, stand",1,97.99,-100.0
5284,53910351a,"switch, stand",1,102.99,-100.0
5285,53910401b,microswitch,1,75.99,-56.24
5286,53920901a,"switch, rear brake",1,80.99,-55.84
5287,53940031c,"switch, stop",1,46.99,-100.0
5288,53940035a,"switch, rear brake",1,53.99,-100.0
5289,53940035b,"switch, rear brake",3,53.99,-100.0
5290,53940431a,"switch, clutch",3,140.99,-100.0
5291,53940551a,"switch, stop",1,106.99,-100.0
5292,53940581a,microinterr. 110.4418.30 bremb,1,56.99,-100.0
5293,53940611a,microswitch,1,141.99,-100.0
5294,53940801a,microswitch,2,126.99,-100.0
5295,54-456-17,"17t frt sprocket, dl1000, 520",1,28.96,-100.0
5296,54040111c,voltage regulator,1,206.99,-100.0
5297,54040321a,voltage regulator,1,210.99,-100.0
5298,5407-bp,18ga wire,1,2.47,-100.0
5299,54107055524,fillister head screw,1,2.99,-100.0
5300,5411356,o-ring,4,9.99,-100.0
5301,5412027,"o-ring, 10.90 x 1.78",8,6.99,-100.0
5302,5412070,isolator cover sprocket,9,8.99,-88.91
5303,5412201,grommet-.38 idx.75 odx.5 thk,5,8.99,-100.0
5304,5412530,"o-ring-26.65x2.62,0600083",5,8.99,-22.97
5305,5412891,"o-ring, bosch, e10076",2,1.99,-100.0
5306,5413212,"seal-stat-o-3/8,70ep(10)",18,14.99,-89.31
5307,5413491,"flange bushing, 12 x 19.5 x 10,",5,2.99,-100.0
5308,5413563,o-ring 20.30mmx2.62mm,6,6.99,-100.0
5309,5413605,plug-hole,8,5.99,-100.0
5310,54140101a,relay,1,13.99,-100.0
5311,5414383,"o-ring, 1.237 x .103",2,10.99,-100.0
5312,5414514,"seal-fuel,molded",2,69.99,-0.03
5313,5414562,gasket-stator cover,3,114.99,-55.55
5314,5414563,gasket-primary cover,3,114.99,-33.32
5315,5414648,damper-cush drive,1,83.99,-100.0
5316,5414686,"seal-lock,sdlbag",5,6.99,-100.0
5317,5414738,"puck-cushdr,left",1,57.99,-100.0
5318,5414746,gasket-clutch cover,3,54.99,-100.0
5319,5414809,spark plug tube seal,6,10.99,-66.73
5320,5415190,valve cover isolator,18,25.99,-66.69
5321,5415232,"valve cover seal, front, india",3,84.99,-77.77
5322,5415233,"valve cover seal, rear, ind",3,114.99,-77.77
5323,5415288,headlight isolator,2,5.99,-100.0
5324,5415328,flooboard mount plug,2,8.99,-100.0
5325,5415354,"adaptor-throttle body,front",1,149.99,-100.0
5326,5415423,"pad-filler,tank",3,32.99,-100.0
5327,5415489,grommet-seat,1,16.99,-100.0
5328,5415511,"adaptor-throttle body,rear",1,149.99,-100.0
5329,5415825,filter-air-intake,6,129.99,-57.14
5330,5415881,isolator-exhaust,4,6.99,-100.0
5331,5415899,valve isolator cover,34,19.99,-23.61
5332,5415929,"grip-handlebar,7/8 ,i,lh",2,44.99,-50.02
5333,5415984,gasket-acg inner,4,104.99,-66.66
5334,5416039,"o-ring,45mmx4mm",1,8.99,-0.22
5335,5416228,non-grip throttle,3,96.99,-66.67
5336,5416282,"grip-non-throttle,heated",1,198.99,-100.0
5337,5416505,pad-rr lighting mount,1,17.99,-100.0
5338,5416595,gasket-primary cover inner,3,59.99,-100.0
5339,5416596,"gasket-primary cover,outer",1,16.99,-74.98
5340,5416597,o-ring cover cold start,2,6.99,-100.0
5341,5416660,"hose-rad,out",1,39.99,-100.0
5342,5416661,primary cover ap gasket,2,84.99,-100.0
5343,5416707,bumper-rubber,9,2.99,-100.0
5344,5416870,"seal-fuel,molded",1,69.99,-100.0
5345,5417360,"bumper,rubber",10,2.99,-100.0
5346,5417407,"line-fuel,svc",2,104.99,-100.0
5347,5417489,"puck-cushdr, left, nr",1,57.99,-100.0
5348,5417503,"o-ring,drainplug,6.07mmx1.78mm",16,8.99,-81.29
5349,5417556,plug-33x28,1,5.99,-100.0
5350,5417876,pad-sidestand,1,10.99,-100.0
5351,5418192,"ring-headlight,cowl",1,49.99,-100.0
5352,5418558,junction-coolant,2,19.99,-70.45
5353,54317007409,clamp,1,10.99,-100.0
5354,5432966,"clip,xmas tree (10) x",34,3.99,-100.0
5355,54347166771,rubber buffer,9,1.99,-92.84
5356,5437772,grommet-4mm,7,3.99,-43.14
5357,5439857,"line-fuel,vent to ground,upr",1,114.99,-100.0
5358,5450958,ring-parbak-121,2,6.99,-0.29
5359,5451837,"plug-pass peg,lh",5,34.99,-100.0
5360,5451838,"plug-pass peg,rh",2,34.99,-100.0
5361,5451846,"dipstick, indian",2,49.99,-100.0
5362,5451882,"trim fender, rear, left, front,",1,39.99,-100.0
5363,5451883,"trim-rr fender,rh,frt,blk",1,34.99,-100.0
5364,5452569,visor,1,224.99,-100.0
5365,5453431,"badge-vintage,flat",2,38.99,-33.3
5366,5454018,cam-pad,8,19.99,-87.51
5367,5454074,"retainer-harness,side mount",8,16.99,-87.51
5368,5454138-463,"cvr-switchcrl,2row,lh,rr,blk",1,149.99,-100.0
5369,5454592-01,"fairing badge, indian",1,54.99,-100.0
5370,5454620,"fairing, inner, lower, left",1,549.99,-100.0
5371,5454621,"fairing, inner, lower, right",1,474.99,-100.0
5372,5455021-727,"bezel-lock,saddlebag,lh,",1,153.99,-100.0
5373,5455612,"bracket-license plate,upper",1,16.99,-100.0
5374,5455671-685,"cover-side,upr,lh,smksgbsh",1,604.99,-100.0
5375,5456313,"clip-trim,plastic,white",11,3.99,-90.95
5376,5456601,"mount-reflector,rr",1,34.99,-100.0
5377,5456676,"lid-storage,door",1,39.99,-100.0
5378,5457138,"cap-grip end,heated",2,3.99,-100.0
5379,5459037,brkt-battery,2,49.99,-0.04
5380,5459224-866,"cowl-outer,oblksmk",1,519.99,-100.0
5381,5465424-01,"deflector-mid,clear",1,232.99,-100.0
5382,54811364a,oil cooler,2,240.99,0.0
5383,549541,150/160/70rt17 tr4 tube,5,38.99,-100.0
5384,550037980,advance 4t ultra 15w-50 1l,42,21.99,-75.69
5385,550507/b,sleeve - gear lever,1,1.99,-100.0
5386,55212121b,"sensor, speed",2,285.99,-100.0
5387,55213181d,detector,2,83.99,-100.0
5388,55213333a,holder,1,248.99,-100.0
5389,55240121a,"sensor, air temperature",1,67.99,-100.0
5390,55241311a,air temp.sensor 1098s/07,1,67.99,-100.0
5391,55241321c,"sensor, timing & rpm",1,110.99,-100.0
5392,55241441a,"sensor, pressure",1,119.99,-100.0
5393,55241452a,"sensor, temperature",1,81.99,-100.0
5394,55243731b,"sensor, pressure",1,108.99,-100.0
5395,55243941a,gearbox position sensor,1,115.99,-100.0
5396,55340041a,thermo-switch,2,203.99,-100.0
5397,555-05063,rfx1 lthr black m,1,362.99,-100.0
5398,555-05153,rfx4 airflow lthr/txtl black m,1,134.99,-100.0
5399,555-06353,stunt evo lthr air brn m,1,149.99,-100.0
5400,555-06475,wfx3 wp black xl,1,119.99,-100.0
5401,555-06623,rfx1 replica camo red m,0,362.99,0.0
5402,555-06774,wfx max gtx black l,1,259.99,-32.65
5403,555-07003,tfx-1 gtx sand / brown m,1,289.99,-100.0
5404,55610181d,"shaft, stand",3,36.99,-100.0
5405,55610361a,side stand,1,187.99,0.0
5406,55610662ab,side stand pivot m8x16 ststr08,2,12.99,-100.0
5407,55610663ab,"shaft, stand",5,12.99,-100.0
5408,55610901aa,side stand,1,52.99,-100.0
5409,55620371c,"bracket, side stand",1,164.99,-100.0
5410,55621013aa,side stand,1,296.99,-100.0
5411,55621052aa,"bracket, side stand",2,56.99,-87.75
5412,55698,screw,7,0.99,-100.0
5413,558.8,butane solder gun,1,89.99,-100.0
5414,56-166,fork oil seal & dust seal kit,1,35.99,-100.0
5415,56110501b,plate holder,1,20.99,-100.0
5416,56221-01d10-0fp,h/bar holder lh,1,121.99,-100.0
5417,563-1030,carbon guards only - incl.,2,273.99,-73.07
5418,563-1048,vps plastic guards only w/vhd.,1,64.99,-46.07
5419,563-1063,wind deflector(2)white for,1,32.99,-100.0
5420,563-1155,storm plastic guards only. bla,3,58.99,-10.1
5421,563-1156,storm plastic guards only. whi,3,58.99,-100.0
5422,563-1162,hware kit s7 sgl.pt. bar-end t,1,104.99,-100.0
5423,563-1191,"hware enfield him (16-),",1,157.99,-30.99
5424,563-1217,hware triumph tiger 900(19-),3,157.99,-46.12
5425,563-1234,hardware kit tiger 1200 2022,1,157.99,-46.12
5426,5633260-658,"cover-wire,front,n,c gls blk",7,89.99,-100.0
5427,5633816-626,"mount-lp brkt,side,tx blk",10,104.99,-86.66
5428,5633817,"brkt-lp,side",9,39.99,-88.89
5429,56410711a,"guard, flap",1,224.99,-100.0
5430,564p1402aj,front mudguard,1,409.99,-100.0
5431,56511311b,rear lower mudguard,1,36.99,-100.0
5432,56525,screw,8,0.99,-100.0
5433,566-11013,trax 2 lock set,1,24.99,-100.0
5434,566-11160,bc.trs.00.103.20002..evo gs ta,1,389.99,8.33
5435,566-11176,ion one tank bag 5-9 litre,1,209.99,-100.0
5436,566-11670,alu-rack to givi monolock,1,64.99,-100.0
5437,566-12693,crashbar ducati scrambler,1,389.99,-100.0
5438,566-13093,trt.00.640.30601/b q-l evo tkr,5,54.99,-78.34
5439,566-14146,side stand ext bmw f700gs (12-,1,83.99,-100.0
5440,566-14545,ion tank ring,1,27.99,-100.0
5441,566-14729,multitool keychain w/logo,1,19.99,-100.0
5442,566-14738,bc.trs.00.104.30000..pro city,1,404.99,-61.11
5443,566-14741,bc.trs.00.110.30000..pro micro,1,229.99,-61.11
5444,566-14767,trt.00.787.30600/b pro tankri,2,54.99,-63.58
5445,566-14928,sidestand foot tiger 900/gt,2,122.99,-100.0
5446,566-15047,side stand ext bmw g310gs (17-,1,101.99,-100.0
5447,566-15092,sts.11.962.10001 sidestand foo,2,122.99,-57.15
5448,566-15104,pro seat ring,2,92.99,-100.0
5449,566-15137,variable 1-1/8'' bar back anth,2,377.99,-100.0
5450,566-15263,lock for motorcycle luggage,2,12.99,-100.0
5451,566-15268,pro tank ring himalayan (21-22),1,54.99,-61.1
5452,56803,connector,4,3.99,-100.0
5453,570057/b,o ring drain cap,10,4.99,-100.0
5454,570416/k,"gasket, rh cover",2,12.99,-100.0
5455,570416/n,gasket- cover rh,1,12.99,-100.0
5456,570702/a,hex nut m 6 x 1 ( u nut ),7,4.99,-100.0
5457,572021/d,gasket- rocker cover inlet- ru,3,19.99,-100.0
5458,572022/d,gasket - rocker cover exhaust,3,11.99,-100.0
5459,572025/b,spark plug wr7ddc4(twins.,5,16.99,-100.0
5460,572327/b,spark plug wqr8dc,4,16.99,-100.0
5461,573211/b,silencer gasket,2,4.99,-100.0
5462,574031/a,o ring oil strainer cover,27,9.99,-87.28
5463,574154/d,gasket - cylinder head,2,18.99,-100.0
5464,574156/b,washer m10.5,10,4.99,-100.0
5465,574158/a,spark plug-m10,33,11.99,-100.0
5466,574161/a,temperature sensor,2,47.99,-100.0
5467,574189/a,o ring cam shaft hole plug,25,4.99,-96.85
5468,574197/a,gasket washer # 14 x 6 1,20,5.59,-100.0
5469,574265/d,"fd sprocket comp,engine 15t (#",2,37.99,-100.0
5470,574305/a,o ring oil filler plug,19,4.99,-100.0
5471,574306/c,gasket cover rh,1,71.99,-100.0
5472,574318/c,gasket cover lh,1,51.99,-100.0
5473,574325/b,copper washer,43,4.99,-83.5
5474,574337/e,cable - clutch,3,34.99,-100.0
5475,574337/f,clutch cable assy.,1,34.99,-100.0
5476,574393/e,relay starter,2,41.99,-100.0
5477,574556/a,o ring cover tappet,59,8.99,-89.69
5478,574672/b,"gasket, cap oil filter",12,2.99,-82.91
5479,575012/b,"o-ring,crank shaft hole plug",10,4.99,-100.0
5480,575040/e,pan oil,1,90.99,-100.0
5481,575041/c,"gasket,oil pan",1,17.99,-100.0
5482,575139/f,oil filter comp,16,19.99,-74.34
5483,575247/d,cylinder head cover gasket,16,29.99,-89.09
5484,575248/d,bolt (rocker cover),3,4.99,-100.0
5485,575569/b,hex flange bolt m6 x 30,0,2.99,0.0
5486,575595/a,washer_seal (rocker cover),20,12.99,-67.1
5487,575630/a,washer m14,53,2.99,-84.8
5488,576029/c,air filter element,10,32.99,-100.0
5489,576047/c,cable - throttle,3,70.99,-100.0
5490,576065/c,gasket silencer,20,16.99,-89.63
5491,576078/b,guard-silencer,1,67.99,-100.0
5492,576079/b,guard exh.pipe,2,22.99,-100.0
5493,576094/b,"guard,cat pipe",1,18.99,-100.0
5494,57611011aa,left bracket,5,2.99,-100.0
5495,576287/a,gasket header,6,9.99,-100.0
5496,581007/a,air filter element,8,34.99,-100.0
5497,581083/c,lever and holder assy lh,3,22.99,-63.67
5498,5812232,washer-19x12x1.3-copper (10),67,5.99,-55.37
5499,5813188,"wshr-fl,11x18x1.59mm",7,2.99,-85.81
5500,58132s,"34"" universal c/c brake hose r",2,66.99,-100.0
5501,5813897,gasket-primary cover,3,104.99,-66.67
5502,5814001,"film-protection,rr fender",14,34.99,-100.0
5503,5814354,"pad-insulation,lrg,heat shield",8,54.99,-100.0
5504,5814797-265,"seal-foam,1/8 thickx1/4 w265mm",2,6.99,-100.0
5505,5814797-590,"seal-foam,1/8 thickx1/4 w590mm",2,6.99,-100.0
5506,5814860,"wshr-rubber,15.0x9.0x2.0",2,3.99,-100.0
5507,5814902,"filter, air",3,44.99,-72.72
5508,5815068,filter-air,4,44.99,22.78
5509,582638/a,copper exhaust gasket,15,11.99,-100.0
5510,583952/b,rear view mirror rh,1,21.99,-100.0
5511,583953/b,rear view mirror lh,1,64.99,-100.0
5512,58540311a,"reservoir, brake fluid",1,24.99,-100.0
5513,585681/b,micro relay - 5 pin,11,16.99,-100.0
5514,586016/a,plain washer-center stand,2,4.99,-100.0
5515,586017/a,split pin-centre stand,2,5.99,-100.0
5516,587001/d,handlebar complete,1,37.99,-100.0
5517,587317/a,hand grip lh,1,20.99,-100.0
5518,587334/a,chain rear,1,104.99,-100.0
5519,587336/b,pressure switch assembly,6,28.99,-100.0
5520,587343/a,air filter element,6,29.99,-100.0
5521,587752/b,sprocket - rear drive,1,55.99,-100.0
5522,587858/a,seal,6,4.99,-100.0
5523,587866/a,key pair assy,1,9.99,-100.0
5524,587962/b,rider footrest - rh assy,2,16.99,-100.0
5525,587995/b,rider foot rest - lh assy,2,16.99,-100.0
5526,58962,protectant uv cleaner &,34,18.99,-100.0
5527,59-2010-bim,xtreme chrome teardrop,1,45.99,-100.0
5528,59-221-bim,10mm yamaha gx mirror pr,1,43.47,-100.0
5529,59010851a,pipe,1,26.99,-100.0
5530,59017931a,pipe,1,8.99,-100.0
5531,59017941a,pipe,1,8.99,-100.0
5532,59018461c,pipe,2,52.99,-58.76
5533,59020201a,pipe,0,367.99,0.0
5534,59020411a,complete pipe set,1,149.99,-100.0
5535,59100-40810,pad set suzuki = fa236,1,69.99,-100.0
5536,59210221e,fuel level gauge,1,148.99,-100.0
5537,59300-27860,pad set fa135,1,97.99,-100.0
5538,59340301a,"electric motor, exhaust valve",1,444.99,-100.0
5539,59340393a,"electric motor, exhaust valve",1,531.99,0.0
5540,594238/b,wheel speed sensor assy,1,95.99,-100.0
5541,594698/a,brake pad kit rear caliper-nt,7,46.99,-92.48
5542,594700/a,pad pin kit rear caliper,6,30.99,-100.0
5543,594710/a,switch kit front m/c,2,114.99,-100.0
5544,594711/a,lever kit front m/c,11,25.99,-95.02
5545,594715/a,brake pad set front caliper,12,46.99,-100.0
5546,594717/a,pad pin kit front caliper,6,14.99,-100.0
5547,59485,washer,9,0.99,-100.0
5548,59810173b,key with transponder 868 mhz a,2,245.99,-100.0
5549,59810356a,key 868 mhz zadi reset lasi no,1,151.99,-100.0
5550,59820611a,seat lock,1,96.99,-100.0
5551,59821891a,kit lock 1306,1,141.99,-100.0
5552,59822011a,pannier locks kit,5,20.99,-100.0
