cost_per_unit,order_to_sales_ratio,supplier_name,price,description,quantity_ordered_ytd,quantity,gross_profit,roi,sell_through_rate,reorder_point,3m_days_supply,rolling_12m_sales,sales_volatility,part_status,safety_stock,part_number,total_cost,3m_turnover,days_of_inventory_outstanding,demand,sales_revenue,cogs,1m_days_supply,margin,margin_percentage,special_orders_ytd,negative_on_hand,rolling_3m_sales,12m_days_supply,obsolescence_risk,turnover,months_no_sale,sales_trend,recent_sales_trend,normalized_seasonal_score
696.12,0.0,triumph motorcycles,1070.99,"clutch assy, sp",0,0,374.87,53.85,0.0,0,0,1,4.358899,idle,0,t1170890,0.0,0.0,90,0.14751588369880309,1070.99,696.12,0,374.87,35.0,1,0,0,0,0.017869218811392786,0.0,3,0.010526316,0.0,0.026861209004307635
31.48,0.0,triumph motorcycles,48.99,reed valve,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t1250075,62.96,0.0,870,0.0,0.0,0.0,0,17.51,35.74,0,0,0,0,1.0,0.0,29,0.0,0.0,-0.05028114743481469
2.75,0.0,bmw group canada,4.99,o-ring,0,10,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,12141748398,27.5,0.0,570,0.0,0.0,0.0,0,2.24,44.89,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.04193937643197835
16.24,0.0,polaris acceptance,24.99,bonneville metal sign,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,2861351,0.0,0.0,480,0.0,0.0,0.0,0,8.75,35.01,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.03626293505452247
19.49,0.0,fundy textile and design ltd,34.99,"black,ind,script,solid,ls-sm",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,50854ls-s,19.49,0.0,780,0.0,0.0,0.0,0,15.5,44.3,0,0,0,0,1.0,0.0,26,0.0,0.0,-0.031131913207689984
25.0,0.0,polaris acceptance,49.99,wire cover,0,3,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,5522014,75.0,0.0,690,0.0,0.0,0.0,0,24.99,49.99,0,0,0,0,1.0,0.0,23,0.0,0.0,0.026745948295409282
7.2,0.0,bmw group canada,11.99,"cap nut, chrome",0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7119924324,36.0,0.0,570,0.0,0.0,0.0,0,4.79,39.95,0,0,0,0,1.0,0.0,19,0.0,0.0,0.001175215756276862
58.68,0.0,bmw group canada,81.99,hand protector right,0,1,23.31,39.72,75.0,0,0,3,2.542691,active,0,46638523432,58.68,58.68,1023,0.14801858104082127,81.99,58.68,0,23.31,28.43,0,0,0,121,0.017635040171444415,0.35676070038910507,4,-0.005263158,0.0,-0.13459005912049654
1.55,0.0,ducati,1.99,diaframma serbat.s45 brembo,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,61241201a,3.1,0.0,2070,0.0,0.0,0.0,0,0.44,22.11,0,0,0,0,1.0,0.0,69,0.0,0.0,-0.07221097199621825
116.94,0.0,triumph motorcycles,234.99,"trophy head gasket, grey eng",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,1150014-t0301,116.94,0.0,570,0.0,0.0,0.0,0,118.05,50.24,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.05435221423426869
5.6,0.0,bmw group canada,8.75,spring clip,0,1,0.0,0.0,-0.0,0,0,0,0.0,obsolete,0,13548552534,5.6,0.0,570,0.0,0.0,0.0,0,3.15,36.0,1,0,0,0,1.0,0.0,19,0.0,0.0,0.006736396424834416
11.67,0.0,parts canada/power twins,17.99,optimate cable o-35,0,2,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,3807-0329,23.34,0.0,420,0.0,0.0,0.0,0,6.32,35.13,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,0.007911612181111286
57.2,0.0,bmw group canada,110.99,battery,0,7,161.37,94.04,41.67,0,630,5,1.2937924,idle,0,61217729049,400.4,2.745819665573246,1423,0.41470472688454724,332.97,171.6,0,53.79,48.46,0,0,1,511,0.017551138997077942,0.2563336520076482,1,-0.040350877,0.0,-0.24999999999999992
3.09,0.0,bmw group canada,5.99,hex bolt,0,0,2.9,93.85,0.0,0,0,1,4.358899,active,0,7119904921,0.0,0.0,353,0.17053664933186463,5.99,3.09,0,2.9,48.41,0,0,0,0,0.017482757195830347,1.031719532554257,6,0.005263158,0.0,0.11062470115936601
35.73,0.0,kimpex,65.99,pinlock lens anti-fog strobe,0,3,30.26,84.69,25.0,0,0,1,4.358899,active,0,193039,107.19,11.909999999999998,1363,0.1274147553258615,65.99,35.73,0,30.26,45.86,0,0,0,1095,0.01744201984256506,0.2676805513934672,4,0.00877193,0.0,0.03465756047652054
196.54,0.0,parts canada/power twins,419.99,150/70r17 69v tourance next rr,0,0,0.0,0.0,0.0,0,0,1,2.9953668,idle,0,0317-0153,0.0,0.0,330,0.15471234278938517,0.0,0.0,0,223.45,53.2,0,0,0,0,0.023775319941341876,0.0,11,-0.015789473,0.0,-0.0012904764651752298
5.15,0.0,bmw group canada,8.99,tension spring,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,46521236282,0.0,0.0,420,0.0,0.0,0.0,0,3.84,42.71,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.03723851340687092
17.12,0.0,bmw group canada,26.5,cheesehead screw,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7129909586,34.24,0.0,570,0.0,0.0,0.0,0,9.38,35.4,0,0,0,0,1.0,0.0,19,0.0,0.0,0.0399038430322514
0.61,0.0,ducati,1.99,screw,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77151568c,1.22,0.0,1680,0.0,0.0,0.0,0,1.38,69.35,0,0,0,0,1.0,0.0,56,0.0,0.0,0.004385964912280701
25.0,0.0,polaris acceptance,49.99,ring-back up,0,3,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7556380,75.0,0.0,930,0.0,0.0,0.0,0,24.99,49.99,0,0,0,0,1.0,0.0,31,0.0,0.0,-0.018288916583674597
119.4,0.0,bmw group canada,199.99,softshell jacket mlar night,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76615a81606,119.4,0.0,570,0.0,0.0,0.0,0,80.59,40.3,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.00321074915600383
7.96,0.0,triumph motorcycles,12.99,"shim, 2.400mm",0,7,5.03,63.19,12.5,0,0,1,4.358899,active,0,t1130596,55.72,1.1371428571428572,2543,0.23407586286537901,12.99,7.96,0,5.03,38.72,0,0,0,2555,0.017493927478790285,0.143526866209881,5,0.007017544,0.0,0.10901932658136418
136.64,0.0,kimpex,209.99,jeans onyx straight reg men,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,334785,0.0,0.0,330,0.14657950550581578,0.0,0.0,0,73.35,34.93,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.061948928302553254
179.4,0.0,bmw group canada,299.99,sneaker seoul gtx khaki,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76225a808b6,179.4,0.0,570,0.0,0.0,0.0,0,120.59,40.2,0,0,0,0,1.0,0.0,19,0.0,0.0,0.026745948295409293
0.21,0.0,ducati,0.99,gasket,0,35,0.0,0.0,2.78,0,0,1,4.358899,idle,0,78710091a,7.35,0.0,210,0.586453818607962,0.0,0.0,0,0.78,78.79,0,0,0,12775,0.01780531629920006,0.0,7,0.003508772,0.0,0.027060846408235986
101.4,0.0,triumph motorcycles,155.99,rugged pannier fitting kit,0,1,163.77,53.84,75.0,0,90,3,1.5122952,idle,0,a9510491,101.4,3.8508766377618833,374,0.24872912496690985,467.97,304.2,0,54.59,35.0,0,0,1,121,0.017282166704535484,0.9735023041474653,1,0.005263158,0.0,-0.010807463224288385
257.4,0.0,bmw group canada,429.99,trousers moosach men blue,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76125a80a99,514.8,0.0,570,0.0,0.0,0.0,0,172.59,40.14,0,0,0,0,1.0,0.0,19,0.0,0.0,0.02557073253913243
630.0,0.0,bmw group canada,875.99,fan,0,0,245.99,39.05,0.0,0,0,1,4.358899,idle,0,17117720095,0.0,2.5171520222833594,60,0.14328590565842353,875.99,630.0,0,245.99,28.08,1,0,1,0,0.017379781976342202,0.0,2,0.012280702,-0.5,-0.04879103356571113
35.97,0.0,ducati,59.99,skyline black t-shirt l,0,0,48.04,66.78,0.0,0,0,2,4.358899,idle,0,987708445,0.0,1.1991998666444406,304,0.18794365364164278,119.98,71.94,0,24.02,40.04,0,0,2,0,0.017349397763609886,1.1991998666444406,1,0.028070176,0.0,-0.10408794213845998
79.62,0.0,triumph motorcycles,122.99,"kit,selector me",0,3,0.0,0.0,60.87,0,0,2,1.719173,idle,0,t1191944,238.86,0.0,270,0.22105233520465017,0.0,0.0,0,43.37,35.26,1,0,0,547,0.023775319941341876,0.0,9,-0.038596492,0.0,-0.012842996624015474
30.54,0.0,polaris acceptance,46.99,mw wt 1920 scout bike tee m,0,0,0.0,0.0,0.0,0,0,0,2.9953668,obsolete,0,286092803,0.0,0.0,390,0.0,0.0,0.0,0,16.45,35.01,0,0,0,0,1.0,0.0,13,-0.01754386,0.0,-0.022989779608781992
30.62,0.2857142857142857,triumph motorcycles,47.99,"seal, fuel pump plate",1,6,69.48,56.73,87.5,0,0,6,1.3274665,active,0,t2401214,183.72,2.2507317713460653,499,0.3502973867435717,191.96,122.48,0,17.37,36.2,2,0,0,364,0.017427267506718636,0.7310617688188547,4,-0.031578947,0.0,0.3617155402206129
24.42,0.0,bmw group canada,38.99,make life a ride men's black,0,0,0.0,0.0,0.0,0,0,0,4.358899,idle,0,76898559196,0.0,0.0,360,0.0,0.0,0.0,0,14.57,37.37,0,0,0,0,1.0,0.0,12,-0.005263158,0.0,-0.06911548354911272
47.2,0.0,triumph motorcycles,72.99,"key, blank, imm",0,1,25.79,54.64,66.67,0,0,2,2.9953668,active,0,t2504590,47.2,47.2,850,0.12548089067721274,72.99,47.2,0,25.79,35.33,0,0,0,182,0.01749333329498768,0.4291494294676548,4,0.005263158,0.0,-0.016483904601744304
6.48,0.0,triumph motorcycles,66.99,"spindle,front wheel",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2000402,6.48,0.0,1230,0.0,0.0,0.0,0,60.51,90.33,0,0,0,0,1.0,0.0,41,0.0,0.0,-0.016368643892845952
2.56,0.0,bmw group canada,4.99,fillister-head screw,0,10,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7129907404,25.6,0.0,570,0.0,0.0,0.0,0,2.43,48.7,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.009202088646286471
16.62,0.0,bmw group canada,24.99,set fastening parts engine p,0,6,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77148522926,99.72,0.0,570,0.0,0.0,0.0,0,8.37,33.49,0,0,0,0,1.0,0.0,19,0.0,0.0,0.759840160218515
41.86,0.0,triumph motorcycles,66.99,indicator stem,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t2701039,0.0,0.0,510,0.0,0.0,0.0,0,25.13,37.51,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.02717610711713437
28.91,0.0,spunky's motorcycle shop,28.91,oil filter,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,50000083,0.0,3.5,60,0.15915644518764088,28.91,28.91,0,0.0,0.0,1,0,1,0,0.01738078538328409,0.0,2,0.012280702,-0.5,0.0014901138691035937
63.92,0.0,bmw group canada,94.99,thermostat,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,11532343480,63.92,0.0,570,0.0,0.0,0.0,0,31.07,32.71,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.05360715729971697
74.4,0.0,triumph motorcycles,114.99,"sensor,gearpo",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t1299876,74.4,0.0,750,0.0,0.0,0.0,0,40.59,35.3,0,0,0,0,1.0,0.0,25,0.0,0.0,0.021929824561403497
25.99,0.0,polaris acceptance,39.99,imc headdress glass - 2 pack,0,0,14.0,53.87,0.0,0,0,1,4.358899,active,0,2860969,0.0,0.0,280,0.155920358249381,39.99,25.99,0,14.0,35.01,0,0,0,0,0.017528634518384933,1.2998249562390596,6,0.005263158,0.0,0.03520298000714394
8.16,0.0,bmw group canada,12.99,cap nut,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,7149445156,0.0,0.0,270,0.16110575937009503,0.0,0.0,0,4.83,37.18,0,0,0,0,0.028845540434122085,0.0,9,0.0,0.0,-0.06034355372455138
714.42,0.0,triumph motorcycles,1099.99,"wheel,rear, 17x",0,0,385.57,53.97,0.0,0,0,1,4.358899,active,0,t2011093,0.0,0.0,150,0.15595979415738898,1099.99,714.42,0,385.57,35.05,1,0,0,0,0.017869218811392786,0.0,5,0.007017544,0.0,0.017858757761949496
40.92,0.0,parts canada/power twins,62.99,"cradle xgrip 5"" tablet",0,0,22.07,53.93,0.0,0,0,1,4.358899,idle,0,0603-0571,0.0,2.273694237180505,60,0.14461554130123166,62.99,40.92,0,22.07,35.04,1,0,1,0,0.01738141179084778,0.0,2,0.012280702,-0.5,-0.025255834426305693
52.03,0.0,triumph motorcycles,80.99,"bracket, lh, headlight",0,0,28.96,55.66,0.0,0,0,1,2.9953668,active,0,t2703006,0.0,0.0,120,0.13601351557116453,80.99,52.03,0,28.96,35.76,1,0,0,0,0.023775319941341876,0.0,4,-0.007017544,0.0,0.15170375994789426
60.45,0.0,bmw group canada,97.99,grooved ball bearing,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,23127709809,60.45,0.0,570,0.0,0.0,0.0,0,37.54,38.31,0,0,0,0,1.0,0.0,19,0.0,0.0,0.013157894736842103
72.26,0.0,bmw group canada,106.99,"topcase locking mechanism, l",0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,51257687029,0.0,0.0,330,0.14706098501002318,0.0,0.0,0,34.73,32.46,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.04236953525370346
1.34,0.0,triumph motorcycles,2.99,"grommet, rubber",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t3020152,0.0,0.0,390,0.0,0.0,0.0,0,1.65,55.18,0,0,0,0,1.0,0.0,13,-0.014035088,0.0,-0.09093004740161788
241.2,0.0,bmw group canada,335.99,sprocket hub,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,27717717630,0.0,0.0,450,0.0,0.0,0.0,0,94.79,28.21,0,0,0,0,1.0,0.0,15,-0.010526316,0.0,0.11552520158840178
265.17,0.0,parts canada/power twins,407.99,110/80r19 59r tl/tt anakee wild,0,0,142.82,53.86,0.0,0,0,1,4.358899,active,0,0316-0261,0.0,0.0,150,0.14222065441333281,407.99,265.17,0,142.82,35.01,1,0,0,0,0.017869218811392786,0.0,5,0.007017544,0.0,0.06707995014938574
18.8,0.0,polaris acceptance,46.99,mw rd marl script logo tee xl,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,283326509,37.6,0.0,570,0.0,0.0,0.0,0,28.19,59.99,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.007166555246559488
235.38,0.0,parts canada/power twins,502.99,"240/45zr17,(82w),rosso 3,",0,1,535.22,113.69,83.33,0,45,5,1.4707948,idle,0,0302-1292,235.38,0.9340661521061926,1170,0.3933314703073855,1005.98,470.76,0,267.6067,53.2,0,0,2,73,0.017801194079220296,0.31187105407858384,1,-0.012280702,0.0,-0.335084852634102
3.52,0.0,bmw group canada,5.99,o-ring,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,13531341066,0.0,0.0,240,0.16917193934667812,0.0,0.0,0,2.47,41.24,0,0,0,0,0.03093285337090492,0.0,8,0.001754386,0.0,-0.04968223522302964
45.0,0.0,polaris acceptance,89.99,primary cover ap gasket,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,5416661,90.0,0.0,570,0.0,0.0,0.0,0,44.99,49.99,0,0,0,0,1.0,0.0,19,0.0,0.0,0.031131913207689973
136.49,0.0,polaris acceptance,209.99,rotor-rear,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,1913075,136.49,0.0,1290,0.0,0.0,0.0,0,73.5,35.0,0,0,0,0,1.0,0.0,43,0.0,0.0,-0.005991339490282625
5.12,0.0,bmw group canada,7.99,gasket ring,0,10,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7119963226,51.2,0.0,570,0.0,0.0,0.0,0,2.87,35.92,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0016053745780019292
17.34,0.0,bmw group canada,25.99,gasket for exhaust manifold,0,8,69.2,49.88,60.0,0,360,12,1.5122952,idle,0,18518564070,138.72,4.081200353045014,694,0.53534430206968,207.92,138.72,0,8.65,33.28,0,0,2,243,0.017413572408258915,0.5256536566881395,2,0.06315789,-1.0,0.09488585349217345
39.0,0.0,polaris acceptance,155.99,womens bomber jacket black-,0,0,116.99,299.97,0.0,0,0,1,4.358899,idle,0,286050814,0.0,0.5000320533367524,729,0.20107385168622566,155.99,39.0,0,116.99,75.0,0,1,1,0,0.01781537290662527,0.5000320533367524,2,0.012280702,-0.5,-0.005676441377455885
2.56,0.0,bmw group canada,4.99,torx bolt,0,7,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7129903468,17.92,0.0,570,0.0,0.0,0.0,0,2.43,48.7,0,0,0,0,1.0,0.0,19,0.0,0.0,0.005991339490282618
3.03,0.0,bmw group canada,4.99,"cylinder screw, front",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,31427655775,6.06,0.0,570,0.0,0.0,0.0,0,1.96,39.28,0,0,0,0,1.0,0.0,19,0.0,0.0,0.005246282555730831
176.58,0.0,triumph motorcycles,287.76,"gasket kit,head",0,0,111.18,62.96,0.0,0,0,1,4.358899,idle,0,t3990170,0.0,0.0,90,0.14673145422784317,287.76,176.58,0,111.18,38.64,1,0,0,0,0.017869218811392786,0.0,3,0.010526316,0.0,0.03359760542914208
191.07,0.0,parts canada/power twins,293.99,120/60zr17 (55w) diablo rosso iv,2,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,0301-0952,0.0,0.0,540,0.0,0.0,0.0,0,102.92,35.01,0,0,0,0,1.0,0.0,18,-0.015789473,0.0,0.056702645746822405
4.8,0.0,bmw group canada,7.99,gasket ring,0,21,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,34517661591,100.8,0.0,570,0.0,0.0,0.0,0,3.19,39.92,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.002035533399726997
2.24,0.0,bmw group canada,3.99,fixing clamp,0,12,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7147566122,26.88,0.0,570,0.0,0.0,0.0,0,1.75,43.86,0,0,0,0,1.0,0.0,19,0.0,0.0,0.00877192982456139
5.07,0.0,ducati,9.99,"screw, special",0,0,4.92,97.04,0.0,0,0,1,4.358899,idle,0,7791a101aa,0.0,0.0,90,0.15486781226234864,9.99,5.07,0,4.92,49.25,1,0,0,0,0.017869218811392786,0.0,3,0.010526316,0.0,0.09351100033196837
348.77,0.0,schuberth,649.99,c3 pro matte black 55 sm,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,4377114360,348.77,0.0,570,0.0,0.0,0.0,0,301.222,46.34,0,0,0,0,1.0,0.0,19,0.0,0.0,0.0131578947368421
0.97,0.0,ducati,1.99,o-ring,0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,88642301a,4.85,0.0,1680,0.0,0.0,0.0,0,1.02,51.26,0,0,0,0,1.0,0.0,56,0.0,0.0,-0.013588053558567176
97.2,0.0,bmw group canada,135.99,mirror left,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,51168532143,97.2,0.0,570,0.0,0.0,0.0,0,38.79,28.52,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.01037730440256331
52.31,0.0,bmw group canada,76.99,wind shield bracket,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46638403839,52.31,0.0,570,0.0,0.0,0.0,0,24.68,32.06,0,0,0,0,1.0,0.0,19,0.0,0.0,0.020754608805126668
134.24,0.0,triumph motorcycles,268.99,chain kit 108,0,0,134.75,100.38,0.0,0,0,1,4.358899,idle,0,t2017330,0.0,0.0,90,0.1465017323964834,268.99,134.24,0,134.75,50.09,1,0,0,0,0.017869218811392786,0.0,3,0.010526316,0.0,-0.012297577093391961
2.11,0.0,bmw group canada,3.99,cap,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,16121233367,2.11,0.0,570,0.0,0.0,0.0,0,1.88,47.12,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.012727735915117066
8.67,0.0,bmw group canada,12.99,adjusting plate,0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,11348563623,43.35,0.0,570,0.0,0.0,0.0,0,4.32,33.26,0,0,0,0,1.0,0.0,19,0.0,0.0,0.019579393048849807
200.0,0.0,bmw group canada,250.99,key fob transmitter keyless,0,0,0.0,0.0,0.0,0,0,1,1.719173,idle,0,66127914594,0.0,0.0,270,0.2458910762121021,0.0,0.0,0,50.99,20.32,0,0,0,0,0.023775319941341876,0.0,9,-0.03508772,0.0,-0.09425605726652012
38.97,0.0,ducati,64.99,reflex attitude 2.0 polo-shirt l,0,0,26.02,66.77,0.0,0,0,1,4.358899,active,0,987705555,0.0,0.0,304,0.1461204940594123,64.99,38.97,0,26.02,40.04,0,0,0,0,0.017528634518384933,1.19926142483459,4,0.00877193,0.0,0.027491005229961063
9.91,0.0,triumph motorcycles,15.99,"nut, clutch, m22",0,0,6.08,61.35,0.0,0,0,3,1.9895561,active,0,t1170192,0.0,0.0,378,0.1950151130261546,15.99,9.91,0,6.08,38.02,1,0,0,0,0.018682149425148963,0.9640747689528177,6,-0.012280702,0.0,0.10036265746570093
5.91,0.0,triumph motorcycles,9.99,"spoke kit,front",0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2004251,29.55,0.0,570,0.0,0.0,0.0,0,4.08,40.84,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.025140573717407348
0.71,0.0,ducati,1.99,"screw, special",0,7,0.0,0.0,0.0,0,0,0,3.1759124,obsolete,0,77214411ba,4.97,0.0,450,0.0,0.0,0.0,0,1.28,64.32,0,0,0,0,1.0,0.0,15,-0.03508772,0.0,0.11971152909675416
11.43,0.0,ducati,14.99,pin rear,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,82114211aa,0.0,0.0,450,0.0,0.0,0.0,0,3.56,23.75,0,0,0,0,1.0,0.0,15,-0.010526316,0.0,0.053491896590818565
10.43,0.0,bmw group canada,17.99,stop buffer,0,3,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46521231815,31.29,0.0,570,0.0,0.0,0.0,0,7.56,42.02,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.010377304402563325
28.98,0.0,triumph motorcycles,44.99,filler cap assy,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2409044,28.98,0.0,570,0.0,0.0,0.0,0,16.01,35.59,0,0,0,0,1.0,0.0,19,0.0,0.0,0.009947145580838276
1.38,0.0,ducati,2.99,vibration damper pad,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76411361a,1.38,0.0,570,0.0,0.0,0.0,0,1.61,53.85,0,0,0,0,1.0,0.0,19,0.0,0.0,0.007596714068284551
68.24,0.0,polaris acceptance,104.99,ww ny cropped retro top m,0,0,36.75,53.85,0.0,0,0,1,4.358899,idle,0,286479803,0.0,1.2999333269835223,280,0.1491038282739952,104.99,68.24,0,36.75,35.0,0,0,1,0,0.017349397763609886,1.2999333269835223,1,0.014035088,0.0,-0.06461425792793367
15.39,0.0,thibault canada,28.99,"tire lever 380mm (15"")with pro",0,0,13.6,88.37,0.0,0,0,1,4.358899,idle,0,230a4330,0.0,1.061745429458434,343,0.14685003981899603,28.99,15.39,0,13.6,46.91,0,0,1,0,0.017345829494297506,1.061745429458434,2,0.012280702,-0.5,-0.018834336114298005
24.97,0.0,bmw group canada,38.99,clamp,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46711237759,24.97,0.0,570,0.0,0.0,0.0,0,14.02,35.96,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.07788741337367414
44.83,0.0,ducati,84.99,clamp,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,74142352a,0.0,0.0,330,0.14657950550581578,0.0,0.0,0,40.16,47.25,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.05505885093252103
5.25,0.0,ducati,10.99,screw,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77912831a,5.25,0.0,1680,0.0,0.0,0.0,0,5.74,52.23,0,0,0,0,1.0,0.0,56,0.0,0.0,-0.03316744660741697
3.5,0.0,polaris acceptance,6.99,strap-tree mount cable tie,0,20,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7081334,70.0,0.0,570,0.0,0.0,0.0,0,3.49,49.93,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.046755500165984155
69.3,0.0,bmw group canada,105.99,front right turn indicator,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,63132305378,69.3,0.0,570,0.0,0.0,0.0,0,36.69,34.62,0,0,0,0,1.0,0.0,19,0.0,0.0,0.01914923422712472
135.03,0.0,thibault canada,276.99,110/70zr17 tl 54w sportec m9 rr,0,1,141.96,105.13,50.0,0,90,1,4.358899,idle,0,5263820,135.03,0.9679916842897595,750,0.13673733149717016,276.99,135.03,0,141.96,51.25,0,0,1,365,0.01758688539266586,0.48661213016685284,1,0.014035088,0.0,-0.020754608805126622
72.31,0.0,triumph motorcycles,117.99,"spares kit, top rad assembly",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2107011,72.31,0.0,570,0.0,0.0,0.0,0,45.68,38.72,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.02000955187057488
25.99,0.0,polaris acceptance,39.99,fueled by coffee mug,0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,2833385,103.96,0.0,570,0.0,0.0,0.0,0,14.0,35.01,0,0,0,0,1.0,0.0,19,0.0,0.0,0.004385964912280718
8.92,0.0,triumph motorcycles,13.99,"shim,2.7mm, dia",0,8,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t1131050,71.36,0.0,570,0.0,0.0,0.0,0,5.07,36.24,0,0,0,0,1.0,0.0,19,0.0,0.0,0.012412837802290307
15.75,0.0,bmw group canada,25.99,cap,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,31421234399,0.0,0.0,330,0.14654376062819807,0.0,0.0,0,10.24,39.4,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.07628203879567222
242.27,0.0,parts canada/power twins,440.99,190/55zr17 (75w) power 5 rear,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,0302-1411,0.0,0.0,270,0.1566519140369893,0.0,0.0,0,198.72,45.06,0,0,0,0,0.028845540434122085,0.0,9,0.0,0.0,-0.022045085270301915
167.18,0.0,bmw group canada,283.99,brake lever,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,32729829546,167.18,0.0,570,0.0,0.0,0.0,0,116.81,41.13,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.062263826415379954
3.69,0.0,triumph motorcycles,5.99,plastic nut,0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t3450051,14.76,0.0,570,0.0,0.0,0.0,0,2.3,38.4,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.00759671406828453
